DATE,TOURS_wind_speed,TOURS_humidity,TOURS_pressure,TOURS_global_radiation,TOURS_precipitation,TOURS_temp_min,TOURS_temp_max,TOURS_temp_mean
20010108,3.0,0.94,1.018,0.4,0.02,2.5,6.1,4.3
20010109,4.8,0.9,1.0108,0.37,0.2,-0.7,8.0,3.6
20010110,5.0,0.82,1.007,0.27,0.04,3.6,11.7,7.6
20010111,4.2,0.9,1.0104,0.17,0.12,7.9,10.4,9.2
20010112,6.8,0.93,1.0155,0.12,0.08,6.0,8.1,7.0
20010113,6.9,0.8,1.0233,0.78,0.0,0.1,3.5,1.8
20010114,6.1,0.67,1.0232,0.46,0.0,-2.0,0.9,-0.6
20010115,3.2,0.84,1.0197,0.13,0.0,-2.4,1.3,-0.6
20010116,2.6,0.91,1.0184,0.37,0.04,-1.5,5.8,2.2
20010117,2.0,0.94,1.0167,0.19,0.08,3.0,5.4,4.2
20010118,2.8,0.96,1.0159,0.22,0.08,3.2,6.0,4.6
20010119,2.0,0.95,1.021,0.2,0.0,2.3,4.1,3.2
20010120,1.9,0.89,1.0256,0.53,0.04,1.2,6.8,4.0
20010121,5.2,0.93,1.0189,0.17,0.54,-0.4,9.7,4.6
20010122,5.6,0.88,1.0057,0.26,0.88,4.7,9.5,7.1
20010123,7.6,0.87,1.0014,0.14,1.7,6.5,12.6,9.6
20010124,6.9,0.79,1.0019,0.76,0.14,8.9,12.6,10.8
20010125,4.8,0.87,1.0048,0.62,0.12,6.2,10.7,8.4
20010126,7.0,0.89,0.9997,0.34,1.18,4.2,7.4,5.8
20010127,5.5,0.81,1.0043,0.7,0.0,3.0,10.1,6.6
20010128,4.0,0.86,1.0018,0.24,0.02,3.5,6.8,5.2
20010129,3.2,0.85,1.0197,0.88,0.02,0.5,7.4,4.0
20010130,2.5,0.9,1.0225,0.63,0.3,-2.2,5.5,1.6
20010131,2.1,0.96,1.0214,0.14,0.02,3.1,6.1,4.6
20010201,2.6,0.82,1.0286,1.01,0.0,-0.2,6.4,3.1
20010202,3.6,0.92,1.0205,0.18,0.22,-0.5,6.6,3.0
20010203,5.8,0.93,1.0127,0.23,0.3,5.2,11.1,8.2
20010204,7.5,0.88,1.0061,0.35,0.74,9.8,13.0,11.4
20010205,7.5,0.87,1.0053,0.21,0.44,8.8,12.0,10.4
20010206,6.1,0.86,1.0042,0.22,1.16,9.2,12.4,10.8
20010207,5.1,0.91,0.9999,0.16,0.52,8.4,11.4,9.9
20010208,5.4,0.88,1.0012,0.56,1.02,7.3,11.4,9.4
20010209,3.9,0.88,1.0182,0.27,0.06,3.1,5.6,4.4
20010210,3.4,0.84,1.0315,0.58,0.02,-0.9,9.4,4.2
20010211,3.4,0.95,1.0347,0.64,0.04,8.3,14.2,11.2
20010212,6.5,0.84,1.0274,0.72,0.02,5.1,16.0,10.6
20010213,6.0,0.76,1.0295,0.54,0.0,6.7,9.1,7.9
20010214,5.2,0.79,1.0277,1.23,0.0,2.1,8.4,5.2
20010215,2.0,0.79,1.0298,1.24,0.0,0.7,11.5,6.1
20010216,2.9,0.87,1.0334,0.69,0.02,-1.3,7.8,3.2
20010217,4.6,0.74,1.0376,0.63,0.0,3.7,7.9,5.8
20010218,4.9,0.78,1.0375,0.34,0.0,3.3,5.3,4.3
20010219,2.2,0.83,1.038,1.23,0.0,-0.4,8.8,4.2
20010220,1.8,0.83,1.0358,0.56,0.0,-1.0,7.5,3.2
20010221,2.1,0.84,1.0322,0.92,0.0,-1.2,10.2,4.5
20010222,2.9,0.89,1.0224,0.3,0.0,5.6,10.2,7.9
20010223,3.5,0.79,1.0114,0.5,0.1,6.3,9.2,7.8
20010224,3.6,0.79,1.0107,1.1,0.06,-0.4,6.1,2.8
20010225,3.6,0.7,1.0149,1.46,0.0,-2.4,4.7,1.1
20010226,5.0,0.66,1.007,0.9,0.08,-3.4,6.8,1.7
20010227,5.4,0.87,0.9893,0.43,0.54,0.0,5.0,2.5
20010228,4.2,0.91,0.9925,0.41,0.14,0.3,4.1,2.2
20010301,3.4,0.87,0.9992,0.93,0.0,0.3,6.2,3.2
20010302,6.4,0.89,0.9923,0.66,0.72,-1.7,5.2,1.7
20010303,4.1,0.89,0.9913,0.4,0.52,1.9,6.0,4.0
20010304,4.2,0.82,0.9974,1.14,0.08,3.6,11.8,7.7
20010305,3.6,0.88,1.0146,0.94,0.02,1.1,10.5,5.8
20010306,5.0,0.76,1.0097,0.98,0.14,3.9,16.6,10.2
20010307,2.9,0.86,1.0091,0.73,0.72,11.1,16.9,14.0
20010308,5.1,0.86,1.0029,0.88,0.34,9.4,13.8,11.6
20010309,6.0,0.87,1.0063,0.78,0.74,8.7,13.5,11.1
20010310,6.1,0.89,1.0084,0.63,0.06,9.5,14.5,12.0
20010311,6.2,0.86,1.0097,0.42,0.14,11.8,16.5,14.2
20010312,4.8,0.81,1.0086,0.96,0.14,8.7,13.8,11.2
20010313,8.0,0.86,1.0087,0.37,1.62,5.2,11.6,8.4
20010314,5.9,0.9,1.0134,0.57,0.52,6.2,10.5,8.4
20010315,4.6,0.91,1.0117,0.67,0.1,9.9,14.4,12.2
20010316,4.0,0.76,1.0038,1.28,0.0,6.7,17.5,12.1
20010317,4.6,0.88,1.0023,0.67,0.14,5.5,12.7,9.1
20010318,5.9,0.86,1.0021,0.54,1.12,7.6,12.2,9.9
20010319,4.1,0.86,1.0142,0.67,0.44,5.4,8.6,7.0
20010320,5.0,0.92,1.0066,0.4,1.94,5.5,14.7,10.1
20010321,7.2,0.84,1.0007,0.74,0.32,11.8,15.2,13.5
20010322,7.2,0.79,1.0038,0.72,0.12,11.0,15.7,13.4
20010323,4.6,0.83,1.0048,0.72,0.1,10.8,16.2,13.5
20010324,7.2,0.82,0.9959,1.13,0.16,9.6,17.5,13.6
20010325,4.8,0.87,1.0011,0.45,0.16,7.6,9.9,8.8
20010326,3.1,0.8,1.0083,0.92,0.0,5.0,9.6,7.3
20010327,4.4,0.81,1.0082,1.35,0.28,3.0,15.8,9.4
20010328,7.2,0.88,1.0009,0.47,1.82,6.5,10.7,8.6
20010329,6.1,0.81,1.0027,1.35,0.34,5.8,12.5,9.2
20010330,2.8,0.75,1.0175,1.68,0.0,3.2,13.1,8.2
20010331,3.1,0.82,1.0234,0.94,0.02,6.9,14.8,10.8
20010401,3.0,0.77,1.0209,2.03,0.0,4.0,19.6,11.8
20010402,6.0,0.61,1.0135,2.02,0.04,8.3,22.7,15.5
20010403,4.8,0.68,1.0161,1.36,0.46,9.9,16.3,13.1
20010404,6.4,0.76,1.0126,1.59,0.18,7.1,14.1,10.6
20010405,4.5,0.9,1.0173,0.71,0.34,2.7,11.4,7.0
20010406,6.2,0.88,1.0109,0.5,0.44,9.3,14.1,11.7
20010407,6.5,0.83,1.0054,1.06,1.14,5.9,11.3,8.6
20010408,5.8,0.71,1.0219,1.38,0.04,7.2,12.7,10.0
20010409,5.8,0.89,1.0209,0.56,0.06,8.9,14.0,11.4
20010410,6.2,0.83,1.0186,1.39,0.22,8.6,13.3,11.0
20010411,5.1,0.79,1.0258,1.19,0.02,7.2,11.9,9.5
20010412,2.9,0.7,1.0295,2.11,0.0,2.0,12.5,7.2
20010413,3.2,0.7,1.0286,1.07,0.0,3.9,10.7,7.3
20010414,3.2,0.62,1.0277,2.49,0.0,0.4,10.8,5.6
20010415,5.4,0.88,1.0165,0.41,0.5,6.3,11.3,8.8
20010416,3.0,0.76,1.0187,1.2,0.0,4.9,12.3,8.6
20010417,2.4,0.71,1.0193,1.52,0.0,1.3,11.5,6.4
20010418,4.1,0.77,1.0111,0.81,0.14,4.6,10.8,7.7
20010419,2.8,0.72,1.0126,1.54,0.02,1.2,9.2,5.2
20010420,3.8,0.82,1.0128,1.92,0.08,-1.6,9.8,4.1
20010421,4.5,0.72,1.0129,1.75,0.0,2.4,10.5,6.4
20010422,4.1,0.74,1.0045,1.48,1.8,1.5,12.2,6.8
20010423,3.4,0.78,1.0045,1.36,0.1,4.6,13.0,8.8
20010424,6.0,0.86,1.0065,1.1,0.46,6.7,17.7,12.2
20010425,6.5,0.8,1.0128,1.64,0.48,7.8,13.8,10.8
20010426,4.2,0.73,1.0187,2.1,0.0,6.6,16.3,11.4
20010427,5.0,0.79,1.0158,1.1,0.0,7.7,17.6,12.6
20010428,4.9,0.92,1.0134,0.34,1.52,9.4,11.2,10.3
20010429,4.1,0.8,1.0071,1.78,0.02,7.9,15.3,11.6
20010430,2.8,0.92,1.0058,0.58,2.94,8.7,12.3,10.5
20010501,5.9,0.76,1.0139,1.59,0.08,8.1,15.3,11.7
20010502,2.9,0.8,1.0128,1.76,2.2,8.2,19.1,13.6
20010503,2.9,0.95,1.0079,0.48,0.38,10.6,12.8,11.7
20010504,3.8,0.87,1.0088,1.62,0.0,6.2,15.3,10.8
20010505,6.4,0.72,1.0144,0.71,0.02,6.8,10.8,8.8
20010506,4.6,0.68,1.0192,2.11,0.0,5.6,12.7,9.2
20010507,3.5,0.73,1.0219,1.41,0.0,8.8,15.4,12.1
20010508,3.9,0.73,1.0218,1.36,0.0,10.0,17.4,13.7
20010509,3.0,0.76,1.0151,1.88,0.16,11.1,21.3,16.2
20010510,1.8,0.84,1.0151,0.94,0.02,12.7,18.8,15.8
20010511,2.5,0.83,1.0176,1.62,0.0,11.2,22.4,16.8
20010512,3.5,0.65,1.0139,2.74,0.0,9.8,26.6,18.2
20010513,3.1,0.75,1.0107,1.87,0.02,12.1,20.3,16.2
20010514,2.2,0.82,1.0073,1.5,0.2,11.3,18.6,15.0
20010515,5.0,0.76,1.0064,1.81,0.16,9.7,19.5,14.6
20010516,5.6,0.74,1.0077,1.28,0.02,11.7,18.7,15.2
20010517,5.6,0.71,1.0127,1.56,0.06,11.2,17.5,14.4
20010518,2.9,0.72,1.0224,1.55,0.02,5.5,17.2,11.4
20010519,3.1,0.67,1.0238,3.17,0.0,4.6,19.0,11.8
20010520,6.1,0.64,1.0215,3.11,0.0,8.3,20.9,14.6
20010521,6.6,0.62,1.0169,3.15,0.0,10.4,23.1,16.8
20010522,5.5,0.62,1.016,3.13,0.0,11.9,23.9,17.9
20010523,3.1,0.63,1.0186,2.93,0.0,11.7,23.3,17.5
20010524,1.8,0.67,1.0196,2.78,0.0,10.6,25.5,18.0
20010525,3.5,0.72,1.0199,2.83,0.0,13.2,24.9,19.0
20010526,2.9,0.72,1.0219,2.67,0.0,11.4,22.1,16.8
20010527,1.2,0.7,1.0238,2.7,0.0,10.7,26.1,18.4
20010528,1.5,0.63,1.0238,3.08,0.0,12.1,29.9,21.0
20010529,2.5,0.65,1.0207,3.14,0.0,14.4,29.7,22.0
20010530,3.1,0.63,1.0158,2.91,0.0,15.8,30.3,23.0
20010531,4.6,0.57,1.0204,3.16,0.0,13.5,21.9,17.7
20010601,3.0,0.62,1.0229,2.73,0.0,8.7,21.1,14.9
20010602,4.9,0.68,1.0171,2.31,0.02,9.5,21.6,15.6
20010603,3.9,0.55,1.0234,2.87,0.0,9.4,18.1,13.8
20010604,2.8,0.53,1.0247,3.38,0.0,5.8,21.4,13.6
20010605,4.1,0.57,1.0179,2.64,0.0,8.2,25.1,16.6
20010606,5.4,0.68,1.0174,1.76,0.0,13.5,21.4,17.4
20010607,3.9,0.72,1.0155,1.61,0.1,11.6,21.4,16.5
20010608,2.4,0.89,1.0134,0.7,0.16,12.4,14.3,13.4
20010609,2.9,0.71,1.0125,1.49,0.0,10.0,18.4,14.2
20010610,3.9,0.56,1.0167,2.98,0.0,10.4,19.8,15.1
20010611,2.2,0.57,1.0235,3.13,0.0,5.4,20.8,13.1
20010612,2.2,0.53,1.0183,2.98,0.0,7.8,23.3,15.6
20010613,4.2,0.56,1.0144,2.92,0.0,11.8,25.3,18.6
20010614,2.6,0.61,1.0139,2.62,0.0,9.3,24.5,16.9
20010615,3.8,0.71,1.011,1.18,0.22,13.8,20.7,17.2
20010616,6.8,0.81,1.0093,2.28,0.74,13.5,21.2,17.4
20010617,4.9,0.82,1.0175,1.71,0.38,12.8,18.7,15.8
20010618,3.1,0.72,1.0268,2.71,0.0,11.4,20.7,16.0
20010619,2.9,0.65,1.0254,3.11,0.0,9.5,21.3,15.4
20010620,2.0,0.52,1.0198,3.35,0.0,9.2,26.8,18.0
20010621,2.5,0.6,1.0163,3.28,0.0,13.1,26.8,20.0
20010622,2.8,0.58,1.0155,3.32,0.0,10.9,26.4,18.6
20010623,3.4,0.56,1.0161,3.22,0.0,12.0,28.7,20.4
20010624,2.8,0.59,1.0187,2.67,0.0,14.4,31.3,22.8
20010625,4.9,0.48,1.0177,3.32,0.0,16.1,32.5,24.3
20010626,4.9,0.62,1.0138,2.21,0.0,18.5,29.9,24.2
20010627,3.9,0.68,1.0161,1.36,0.0,16.2,23.1,19.7
20010628,3.1,0.65,1.0217,3.02,0.0,12.0,25.0,18.5
20010629,1.9,0.57,1.0212,3.22,0.0,13.1,29.8,21.4
20010630,4.1,0.58,1.0233,2.7,0.0,15.0,26.9,21.0
20010701,2.8,0.57,1.0275,3.3,0.0,12.0,26.6,19.3
20010702,4.9,0.56,1.0233,3.26,0.0,15.4,29.4,22.4
20010703,4.0,0.56,1.0129,3.25,0.0,17.1,32.6,24.8
20010704,2.9,0.87,1.0082,0.71,0.86,17.9,19.8,18.8
20010705,2.6,0.83,1.0088,1.68,0.06,16.6,24.1,20.4
20010706,2.1,0.78,1.0084,1.65,0.8,14.9,24.0,19.4
20010707,5.9,0.83,1.0118,1.39,0.12,15.2,21.3,18.2
20010708,4.6,0.73,1.0153,1.86,0.0,14.6,22.4,18.5
20010709,2.0,0.68,1.0162,3.16,0.0,10.5,25.4,18.0
20010710,5.9,0.75,1.014,1.75,0.0,13.3,22.9,18.1
20010711,5.5,0.6,1.0179,2.92,0.0,13.5,22.7,18.1
20010712,4.6,0.89,1.0146,0.98,1.72,12.3,21.5,16.9
20010713,4.4,0.89,1.0102,0.99,2.44,13.0,20.7,16.8
20010714,3.9,0.86,1.0094,0.91,2.32,14.4,18.4,16.4
20010715,2.6,0.71,1.0164,2.44,0.0,9.8,21.2,15.5
20010716,2.0,0.66,1.015,2.88,0.06,9.6,22.2,15.9
20010717,5.5,0.86,1.0051,1.05,1.32,12.9,20.5,16.7
20010718,6.6,0.87,1.0016,1.08,1.0,13.6,18.4,16.0
20010719,4.1,0.78,1.0086,1.72,0.02,13.9,20.9,17.4
20010720,3.4,0.69,1.0196,2.3,0.0,9.3,19.8,14.6
20010721,2.8,0.68,1.0189,2.96,0.0,12.4,25.4,18.9
20010722,2.2,0.72,1.0168,2.94,0.02,13.4,28.0,20.7
20010723,3.0,0.73,1.0167,2.69,0.0,16.6,26.3,21.4
20010724,2.5,0.68,1.0167,2.43,0.0,15.2,27.3,21.2
20010725,2.6,0.66,1.0161,2.61,0.0,15.5,29.0,22.2
20010726,1.8,0.71,1.0145,2.58,0.0,17.9,30.9,24.4
20010727,2.8,0.81,1.0155,1.9,0.52,17.8,29.5,23.6
20010728,2.0,0.85,1.0196,2.08,0.0,18.2,27.0,22.6
20010729,2.5,0.67,1.0224,2.96,0.0,19.0,29.7,24.4
20010730,1.9,0.66,1.0232,2.87,0.0,15.3,31.3,23.3
20010731,2.5,0.7,1.023,2.79,0.0,17.1,31.2,24.2
20010801,5.9,0.65,1.0179,2.56,0.06,18.5,31.0,24.8
20010802,5.0,0.8,1.0101,1.78,0.54,19.2,27.0,23.1
20010803,4.6,0.76,1.0152,1.86,0.02,17.4,23.3,20.3
20010804,4.4,0.72,1.0207,2.32,0.0,13.8,21.9,17.8
20010805,4.2,0.82,1.0203,1.39,0.36,14.0,22.0,18.0
20010806,5.4,0.92,1.0175,0.78,0.42,15.0,20.6,17.8
20010807,5.4,0.92,1.0123,0.59,2.24,17.3,20.7,19.0
20010808,5.2,0.82,1.0124,1.72,0.32,14.0,21.3,17.6
20010809,3.5,0.8,1.0177,1.61,0.06,14.4,21.2,17.8
20010810,2.2,0.76,1.0267,2.18,0.02,8.3,21.1,14.7
20010811,1.2,0.67,1.0277,2.84,0.0,8.4,22.7,15.6
20010812,1.5,0.68,1.0214,2.72,0.02,9.4,25.7,17.6
20010813,1.9,0.62,1.0166,2.79,0.0,12.9,28.1,20.5
20010814,2.9,0.6,1.0123,2.69,0.0,15.3,31.8,23.6
20010815,4.0,0.71,1.0133,2.22,0.6,21.2,29.9,25.6
20010816,3.0,0.74,1.0186,2.34,0.02,16.7,23.1,19.9
20010817,2.0,0.7,1.0164,2.61,0.0,10.7,25.1,17.9
20010818,3.9,0.88,1.0093,0.71,0.56,14.8,23.2,19.0
20010819,4.2,0.78,1.0094,1.48,0.38,15.4,22.4,18.9
20010820,2.4,0.81,1.0164,1.71,0.02,15.7,22.2,19.0
20010821,2.1,0.73,1.0184,2.65,0.02,11.6,26.1,18.8
20010822,1.2,0.68,1.02,2.55,0.0,13.6,28.1,20.8
20010823,1.6,0.66,1.0181,2.4,0.0,15.0,30.3,22.6
20010824,2.8,0.68,1.0157,2.44,0.0,17.3,31.7,24.5
20010825,3.4,0.62,1.0138,2.47,0.0,17.7,35.3,26.5
20010826,2.6,0.71,1.015,2.01,0.0,18.3,32.2,25.2
20010827,3.5,0.78,1.0181,1.53,0.0,19.4,26.5,23.0
20010828,4.6,0.57,1.0149,2.39,0.0,13.7,26.5,20.1
20010829,3.1,0.77,1.0106,1.35,2.7,14.9,27.6,21.2
20010830,3.9,0.83,1.0124,0.74,0.02,15.6,20.1,17.8
20010831,4.0,0.79,1.015,1.53,0.02,12.8,20.1,16.4
20010901,2.2,0.83,1.0201,2.04,0.02,9.2,21.6,15.4
20010902,1.9,0.71,1.0186,2.35,0.0,9.3,22.7,16.0
20010903,2.6,0.85,1.0156,1.11,0.1,11.2,20.0,15.6
20010904,3.8,0.85,1.0188,1.3,0.32,10.1,19.2,14.6
20010905,1.9,0.76,1.0225,1.75,0.02,7.9,19.6,13.8
20010906,2.9,0.86,1.0191,1.15,0.08,9.7,19.5,14.6
20010907,3.0,0.79,1.0214,1.93,0.0,9.1,21.2,15.2
20010908,5.0,0.8,1.018,1.16,0.0,12.9,21.4,17.2
20010909,3.5,0.72,1.0191,1.77,0.02,8.7,18.5,13.6
20010910,2.6,0.7,1.021,1.76,0.0,5.1,18.2,11.7
20010911,2.0,0.76,1.0211,1.64,0.02,5.4,20.1,12.8
20010912,2.6,0.73,1.0202,1.87,0.0,7.8,21.7,14.8
20010913,5.1,0.88,1.0108,0.75,0.46,12.5,17.9,15.2
20010914,3.9,0.79,1.0133,1.32,0.02,10.8,18.4,14.6
20010915,3.6,0.82,1.0179,1.07,0.02,6.2,17.6,11.9
20010916,4.1,0.72,1.0199,1.55,0.0,8.9,18.3,13.6
20010917,3.4,0.75,1.0185,1.63,0.36,6.5,16.1,11.3
20010918,4.0,0.86,1.0126,0.76,0.18,6.7,15.5,11.1
20010919,4.4,0.92,1.0119,0.31,0.14,8.5,14.6,11.6
20010920,2.2,0.85,1.0155,0.95,0.0,11.6,17.8,14.7
20010921,2.5,0.82,1.0163,1.86,0.04,7.8,19.1,13.4
20010922,5.1,0.74,1.0123,1.88,0.0,8.8,19.8,14.3
20010923,5.2,0.76,1.0077,1.24,0.02,8.7,17.7,13.2
20010924,1.5,0.8,1.013,1.43,0.0,7.9,19.4,13.6
20010925,2.4,0.78,1.0178,1.42,0.18,9.0,19.5,14.2
20010926,3.4,0.87,1.0188,0.76,0.14,10.7,19.7,15.2
20010927,2.1,0.76,1.0166,1.7,0.0,8.4,23.0,15.7
20010928,3.4,0.72,1.0112,1.41,0.34,8.7,25.2,17.0
20010929,2.6,0.9,1.0112,0.67,0.92,15.1,20.5,17.8
20010930,3.8,0.84,1.0123,0.94,0.52,9.6,22.0,15.8
20011001,5.2,0.93,1.0114,0.4,1.06,16.2,19.5,17.8
20011002,5.6,0.77,1.0096,1.16,1.86,17.0,25.2,21.1
20011003,2.1,0.89,1.0152,0.54,0.02,14.2,16.6,15.4
20011004,2.2,0.92,1.0165,0.68,0.0,9.6,15.9,12.8
20011005,3.8,0.84,1.0082,0.92,0.02,10.6,20.0,15.3
20011006,3.0,0.9,1.0083,0.38,0.82,13.7,17.9,15.8
20011007,6.8,0.8,1.0056,0.86,0.5,12.8,19.0,15.9
20011008,5.9,0.81,1.0082,1.02,0.24,12.4,17.9,15.2
20011009,3.0,0.81,1.0158,1.4,0.02,10.7,19.8,15.2
20011010,1.4,0.85,1.0273,1.42,0.04,6.2,20.3,13.2
20011011,2.1,0.81,1.0283,1.52,0.02,7.5,21.9,14.7
20011012,3.0,0.81,1.022,1.22,0.0,10.4,26.4,18.4
20011013,2.2,0.79,1.0191,1.24,0.0,13.0,26.0,19.5
20011014,3.5,0.9,1.0175,0.38,0.24,14.9,18.0,16.4
20011015,4.5,0.79,1.0162,1.04,0.04,13.4,21.4,17.4
20011016,3.1,0.87,1.0238,1.16,0.02,10.2,19.7,15.0
20011017,3.6,0.76,1.0131,0.89,0.76,10.5,24.0,17.2
20011018,3.1,0.84,1.0109,1.03,0.68,14.5,19.8,17.2
20011019,3.9,0.89,1.0049,0.39,0.46,11.3,18.3,14.8
20011020,3.8,0.89,1.0007,0.91,2.08,13.8,19.8,16.8
20011021,4.5,0.9,1.0065,0.67,0.08,12.5,17.1,14.8
20011022,3.4,0.8,1.0126,0.79,0.28,11.9,20.0,16.0
20011023,3.6,0.88,1.0174,0.67,0.82,13.9,18.0,16.0
20011024,5.0,0.84,1.024,0.72,0.2,11.8,18.1,15.0
20011025,2.6,0.9,1.0258,0.44,0.04,12.2,15.9,14.0
20011026,3.1,0.91,1.0185,0.8,0.02,6.2,18.1,12.2
20011027,3.0,0.89,1.019,0.61,0.04,12.9,17.4,15.2
20011028,2.1,0.89,1.0234,0.9,0.04,9.0,20.8,14.9
20011029,0.9,0.98,1.0274,0.36,0.0,8.8,13.7,11.2
20011030,3.4,0.87,1.0222,0.79,0.0,10.8,22.2,16.5
20011031,3.8,0.82,1.0262,0.59,0.04,10.2,16.0,13.1
20011101,3.2,0.81,1.0379,0.97,0.0,3.4,12.9,8.2
20011102,5.2,0.78,1.0368,0.99,0.0,4.7,13.1,8.9
20011103,3.2,0.83,1.0296,0.96,0.02,4.2,13.4,8.8
20011104,1.5,0.97,1.0246,0.31,0.02,3.2,7.9,5.6
20011105,1.4,0.93,1.0255,0.61,0.02,4.1,12.1,8.1
20011106,4.6,0.93,1.0216,0.36,0.06,3.8,12.1,8.0
20011107,5.9,0.9,1.0178,0.3,0.04,11.5,13.7,12.6
20011108,6.9,0.83,1.0082,0.4,0.66,5.9,11.5,8.7
20011109,5.0,0.84,1.0202,0.77,0.1,-0.3,7.0,3.4
20011110,4.4,0.82,1.0287,0.84,0.0,0.6,5.0,2.8
20011111,2.6,0.8,1.0241,0.91,0.0,-3.1,9.0,3.0
20011112,2.2,0.97,1.0174,0.19,0.16,6.4,10.4,8.4
20011113,5.4,0.86,1.0182,0.31,0.08,7.1,10.7,8.9
20011114,5.5,0.8,1.0296,0.8,0.02,2.2,8.1,5.2
20011115,5.9,0.76,1.033,0.88,0.0,0.9,6.3,3.6
20011116,5.2,0.79,1.0335,0.86,0.0,-1.2,5.9,2.4
20011117,4.5,0.86,1.0282,0.75,0.0,0.3,6.3,3.3
20011118,2.9,0.93,1.0221,0.16,0.0,0.3,3.8,2.0
20011119,3.0,0.85,1.0238,0.07,0.0,2.1,3.6,2.8
20011120,2.6,0.82,1.0309,0.69,0.0,2.1,7.6,4.8
20011121,1.0,0.84,1.033,0.75,0.02,-1.2,10.7,4.8
20011122,4.0,0.96,1.0276,0.24,0.16,-1.6,8.1,3.3
20011123,2.0,0.85,1.0282,0.56,0.04,2.6,7.4,5.0
20011124,2.1,0.96,1.0265,0.14,0.12,2.0,8.9,5.4
20011125,2.6,0.96,1.0215,0.38,0.1,7.3,11.4,9.4
20011126,3.6,0.95,1.0139,0.1,0.48,5.8,9.5,7.6
20011127,4.0,0.9,1.0166,0.6,0.12,-0.7,8.7,4.0
20011128,3.1,0.88,1.022,0.58,0.0,6.9,11.1,9.0
20011129,5.4,0.94,1.0215,0.19,0.68,5.4,12.9,9.2
20011130,5.5,0.93,1.0178,0.13,0.12,10.9,12.8,11.8
20011201,3.5,0.94,1.0202,0.17,0.08,10.1,12.6,11.4
20011202,2.8,0.98,1.0218,0.26,0.0,5.1,10.3,7.7
20011203,3.4,0.94,1.0212,0.18,0.02,8.6,10.4,9.5
20011204,4.9,0.89,1.0211,0.3,0.18,8.0,12.6,10.3
20011205,5.2,0.94,1.024,0.12,0.02,7.8,13.6,10.7
20011206,2.9,0.87,1.0316,0.46,0.02,6.1,10.6,8.4
20011207,5.5,0.85,1.033,0.63,0.02,2.5,8.3,5.4
20011208,4.8,0.89,1.0338,0.56,0.0,-0.2,5.5,2.6
20011209,5.2,0.88,1.0336,0.61,0.04,-1.2,3.2,1.0
20011210,4.6,0.88,1.0349,0.58,0.0,-2.2,2.6,0.2
20011211,4.1,0.8,1.0335,0.6,0.0,-2.8,4.8,1.0
20011212,5.8,0.94,1.0276,0.08,0.0,0.2,2.8,1.5
20011213,7.1,0.81,1.0268,0.51,0.0,1.0,5.0,3.0
20011214,7.9,0.6,1.0304,0.61,0.0,-4.7,-0.9,-2.8
20011215,4.9,0.72,1.0301,0.59,0.0,-5.6,-1.4,-3.5
20011216,6.5,0.74,1.0305,0.57,0.0,-5.8,0.9,-2.4
20011217,5.2,0.74,1.0339,0.61,0.0,-3.1,2.8,-0.1
20011218,5.5,0.86,1.0343,0.11,0.0,-1.4,0.9,-0.2
20011219,3.4,0.82,1.0316,0.26,0.0,-2.2,1.9,-0.2
20011220,2.4,0.87,1.029,0.31,0.0,-3.3,4.0,0.4
20011221,3.5,0.87,1.0227,0.25,0.26,-6.9,3.3,-1.8
20011222,2.9,0.87,1.015,0.33,0.06,-0.4,4.3,2.0
20011223,1.8,0.89,1.0209,0.58,0.02,-4.7,2.9,-0.9
20011224,3.8,0.9,1.0202,0.23,0.02,-6.2,3.6,-1.3
20011225,7.4,0.91,1.0083,0.11,0.52,1.3,5.3,3.3
20011226,4.1,0.88,1.0143,0.48,0.06,-0.3,4.4,2.0
20011227,5.4,0.89,1.0156,0.32,0.08,-0.3,8.2,4.0
20011228,6.8,0.91,1.0133,0.2,1.12,7.3,11.2,9.2
20011229,7.8,0.93,1.0032,0.06,3.24,8.9,10.8,9.8
20011230,1.6,0.9,1.0159,0.43,0.02,-1.2,4.3,1.6
20011231,3.3,0.9,1.0296,0.28,0.0,-1.8,0.3,-0.8
20020101,5.8,0.81,1.0351,0.64,0.0,-3.5,0.9,-1.3
20020102,5.5,0.81,1.0268,0.52,0.0,-4.4,1.9,-1.2
20020103,5.0,0.8,1.0221,0.52,0.0,-1.8,3.4,0.8
20020104,3.4,0.83,1.0282,0.5,0.0,-1.9,11.3,4.7
20020105,1.9,0.86,1.0355,0.63,0.02,-0.6,10.0,4.7
20020106,3.1,0.9,1.0348,0.66,0.02,-1.7,5.4,1.8
20020107,4.2,0.88,1.0289,0.23,0.02,-1.1,3.1,1.0
20020108,4.2,0.85,1.0285,0.27,0.0,0.1,3.5,1.8
20020109,2.9,0.86,1.0333,0.66,0.02,-1.4,10.8,4.7
20020110,2.9,0.88,1.0317,0.39,0.0,2.1,8.6,5.4
20020111,3.0,0.92,1.0315,0.13,0.38,4.9,7.2,6.0
20020112,2.8,0.87,1.0304,0.62,0.0,5.6,12.5,9.0
20020113,2.0,0.92,1.0268,0.32,0.04,4.1,11.2,7.6
20020114,1.8,0.97,1.0261,0.17,0.04,5.1,9.9,7.5
20020115,4.4,0.94,1.0187,0.2,0.56,5.8,8.8,7.3
20020116,2.4,0.91,1.0255,0.44,0.02,0.3,7.4,3.8
