DATE,MALMO_wind_speed,MALMO_precipitation,MALMO_temp_min,MALMO_temp_max,MALMO_temp_mean
20010725,2.0,0.0,13.1,27.8,21.2
20010726,3.4,0.0,17.8,24.3,20.5
20010727,1.8,0.0,12.2,26.2,19.8
20010728,1.0,0.0,11.8,26.9,20.1
20010729,1.4,0.0,16.8,26.8,21.8
20010730,4.3,0.0,18.2,25.6,21.4
20010731,3.2,0.0,15.5,22.0,17.7
20010801,4.3,0.0,14.2,21.7,17.6
20010802,2.0,0.0,13.7,22.2,17.6
20010803,5.0,0.0,12.9,23.5,18.7
20010804,3.0,0.4,15.7,23.2,18.6
20010805,3.0,0.53,14.2,20.7,16.7
20010806,3.2,1.74,13.9,21.4,17.1
20010807,2.0,0.0,14.6,20.2,17.0
20010808,3.5,0.93,11.3,20.3,16.2
20010809,4.2,0.0,15.2,20.1,17.3
20010810,2.2,0.11,11.0,18.6,14.7
20010811,3.8,0.14,12.6,19.3,15.3
20010812,3.5,1.5,13.1,16.8,14.9
20010813,2.9,0.0,15.4,21.3,17.6
20010814,2.5,0.0,17.4,23.0,19.7
20010815,2.0,0.0,15.8,27.2,21.6
20010816,2.4,0.0,19.6,29.2,24.0
20010817,1.9,0.0,17.0,23.8,19.5
20010818,0.6,0.0,11.1,23.8,18.1
20010819,4.1,0.0,11.4,23.0,17.5
20010820,1.8,0.0,16.3,25.4,20.5
20010821,1.2,0.0,16.5,23.3,19.3
20010822,1.2,0.0,11.2,24.5,18.2
20010823,2.9,0.51,13.8,23.2,18.5
20010824,3.3,0.21,15.5,19.0,16.5
20010825,2.0,0.0,14.4,24.2,19.3
20010826,2.1,1.14,15.1,25.4,19.9
20010827,4.7,0.27,14.0,21.2,16.3
20010828,5.5,0.36,11.9,18.1,14.0
20010829,1.2,0.0,10.6,21.1,15.4
20010830,2.1,0.0,7.6,20.7,14.8
20010831,3.3,0.09,14.4,21.4,17.3
20010901,2.2,0.04,13.3,20.9,16.8
20010902,3.6,0.14,12.7,17.2,15.1
20010903,2.2,1.16,14.2,19.9,16.8
20010904,1.4,0.01,12.8,18.9,15.5
20010905,1.0,0.0,9.8,20.6,15.7
20010906,2.2,0.05,10.8,16.7,14.3
20010907,2.3,1.0,12.3,18.2,14.5
20010908,3.2,1.1,10.0,14.5,11.5
20010909,4.0,1.07,10.4,16.8,13.0
20010910,3.0,0.46,10.9,16.2,12.8
20010911,1.8,0.02,9.7,16.2,12.8
20010912,1.4,0.02,5.7,17.6,11.9
20010913,2.4,0.34,9.6,15.6,12.7
20010914,1.4,0.03,5.9,17.2,11.9
20010915,2.7,0.19,12.0,16.0,13.6
20010916,0.7,1.01,8.8,16.8,12.2
20010917,3.0,0.09,10.8,16.6,13.8
20010918,3.8,2.53,10.8,16.3,13.8
20010919,3.6,0.0,10.4,14.9,12.1
20010920,3.5,0.26,9.8,16.7,12.8
20010921,2.2,0.13,11.3,15.5,13.1
20010922,1.7,0.05,10.5,15.9,12.6
20010923,1.9,0.05,9.0,16.1,11.8
20010924,4.2,0.0,7.3,13.0,10.8
20010925,2.3,0.0,6.8,12.7,9.5
20010926,1.0,0.04,5.8,13.4,9.3
20010927,0.8,0.0,6.5,13.1,10.5
20010928,1.2,0.0,10.3,14.9,11.7
20010929,3.4,0.0,6.7,12.1,10.5
20010930,4.9,0.76,10.5,12.7,11.6
20011001,3.6,1.16,11.4,15.6,13.0
20011002,2.9,0.74,11.5,16.2,13.5
20011003,3.7,0.09,12.0,16.2,14.0
20011004,3.5,0.3,10.9,14.8,12.2
20011005,1.5,0.0,10.1,15.6,12.3
20011006,2.4,0.0,9.1,17.0,12.4
20011007,2.3,0.04,11.0,15.6,13.6
20011008,2.5,0.29,10.4,16.2,13.8
20011009,3.5,0.0,10.7,15.3,13.0
20011010,5.5,0.24,12.5,16.1,13.5
20011011,3.7,0.0,10.4,15.8,12.4
20011012,2.8,0.0,11.5,16.2,14.3
20011013,1.7,0.0,9.5,18.1,13.4
20011014,1.8,0.0,12.2,15.2,13.4
20011015,4.4,0.0,11.9,15.8,13.9
20011016,1.8,0.0,12.7,15.6,13.6
20011017,0.7,0.0,6.8,15.2,9.4
20011018,2.0,0.0,2.4,13.7,8.7
20011019,2.1,0.0,6.4,14.2,9.6
20011020,2.5,0.0,7.6,13.7,10.1
20011021,4.0,0.0,6.1,11.9,9.9
20011022,1.6,0.06,3.6,10.5,6.8
20011023,3.5,0.0,7.4,10.1,8.4
20011024,3.8,0.0,4.8,8.6,6.4
20011025,1.3,0.02,5.7,10.3,9.0
20011026,2.8,0.0,9.6,12.3,11.0
20011027,2.9,0.32,10.6,12.4,11.2
20011028,6.0,0.05,10.0,13.0,11.3
20011029,4.8,0.54,8.6,11.1,9.8
20011030,6.0,0.0,10.7,14.1,12.7
20011031,6.7,0.0,9.8,14.7,12.1
20011101,6.5,0.0,7.9,10.4,8.7
20011102,2.8,0.0,6.3,11.2,9.2
20011103,4.1,0.16,10.5,12.5,11.2
20011104,5.4,0.42,8.5,11.5,9.4
20011105,5.3,0.34,5.3,9.5,6.4
20011106,4.3,0.92,5.0,9.5,7.4
20011107,4.4,0.35,4.5,8.7,5.9
20011108,2.6,0.0,0.8,6.5,2.9
20011109,3.7,0.0,-1.3,2.4,1.4
20011110,5.2,0.0,-3.9,7.5,4.8
20011111,7.0,0.0,6.2,10.5,8.6
20011112,3.8,0.35,4.8,8.5,6.5
20011113,1.1,0.0,-1.9,6.4,1.5
20011114,1.5,0.0,-3.1,2.9,-0.5
20011115,6.7,0.0,-4.3,10.4,6.1
20011116,1.5,0.0,-0.6,9.7,3.4
20011117,3.7,0.0,-1.4,9.5,7.0
20011118,3.0,0.0,4.4,9.3,7.5
20011119,2.0,0.0,1.4,8.8,4.9
20011120,2.7,0.03,-1.7,7.6,4.1
20011121,4.8,0.61,3.5,9.4,8.0
20011122,5.6,0.0,3.4,9.3,5.0
20011123,5.0,0.0,1.9,3.8,2.8
20011124,0.5,0.0,-2.5,4.2,0.1
20011125,2.6,0.04,-2.2,5.3,3.2
20011126,2.2,0.74,3.1,4.8,3.9
20011127,1.2,0.2,1.4,3.1,1.9
20011128,2.2,0.29,1.2,6.0,3.1
20011129,1.5,0.0,-2.1,3.9,0.9
20011130,4.6,0.0,1.2,4.2,3.4
20011201,7.6,0.36,1.7,3.6,2.2
20011202,3.1,0.14,2.1,3.4,2.7
20011203,4.3,0.0,1.6,2.8,2.1
20011204,5.8,0.25,1.1,2.6,1.7
20011205,3.5,0.12,2.0,7.1,4.6
20011206,0.6,0.0,1.8,4.9,3.0
20011207,0.2,0.0,-3.4,3.1,-2.2
20011208,1.0,0.0,-4.3,3.3,0.8
20011209,3.2,0.0,2.2,3.8,3.2
20011210,3.5,0.0,3.5,6.0,4.8
20011211,1.4,0.0,0.2,4.5,2.4
20011212,1.8,0.0,0.9,4.9,2.7
20011213,1.5,0.0,-3.1,3.0,-0.5
20011214,2.9,0.0,-3.8,4.2,1.7
20011215,1.2,0.0,-2.1,3.8,-0.7
20011216,2.7,0.0,-6.3,3.7,0.2
20011217,2.0,0.0,-0.7,3.2,0.7
20011218,1.6,0.0,-2.5,2.5,1.2
20011219,6.8,0.0,-0.2,6.2,3.8
20011220,5.0,0.35,-6.1,2.4,-3.0
20011221,7.0,0.14,-1.9,3.7,1.5
20011222,1.8,0.0,-9.6,-0.5,-7.4
20011223,2.1,0.65,-14.6,-1.9,-6.2
20011224,4.7,0.78,-4.5,2.7,0.8
20011225,5.7,0.05,0.3,4.0,1.4
20011226,1.6,0.1,-1.0,1.5,-0.4
20011227,2.3,0.55,-3.8,1.1,-0.4
20011228,2.2,0.57,-2.4,1.1,-0.4
20011229,3.0,0.1,-2.3,1.1,-1.2
20011230,2.0,0.0,-7.5,-2.2,-6.1
20011231,0.7,0.03,-17.5,-7.5,-13.8
20020101,5.7,0.0,-13.9,4.7,0.3
20020102,3.1,0.0,-6.0,5.4,-3.4
20020103,0.8,0.0,-10.6,-2.4,-7.4
20020104,2.0,0.0,-8.0,-1.3,-3.5
20020105,1.6,0.0,-8.9,1.1,-3.7
20020106,3.3,0.0,-0.7,3.7,2.6
20020107,1.2,0.0,-3.8,3.5,-0.7
20020108,3.7,0.0,0.1,3.8,2.8
20020109,2.9,0.0,1.3,3.4,2.1
20020110,2.3,0.0,0.6,2.9,1.8
20020111,1.8,0.0,-0.5,2.8,0.4
20020112,1.4,0.0,-0.6,1.5,0.4
20020113,2.6,0.0,-0.6,1.5,0.6
20020114,3.0,0.0,-0.5,0.7,0.0
20020115,2.8,0.0,-0.5,0.4,-0.1
20020116,2.2,0.0,-1.1,1.2,0.2
20020117,3.3,0.05,0.8,2.2,1.8
20020118,3.6,0.25,1.9,3.7,2.8
20020119,3.6,0.22,1.2,3.7,2.6
20020120,5.1,1.18,3.6,4.8,4.3
20020121,4.8,0.07,4.5,8.0,6.6
20020122,4.8,0.15,5.0,7.3,6.2
20020123,5.6,0.5,4.6,7.1,5.6
20020124,5.7,1.05,4.4,7.4,6.0
20020125,6.8,0.68,0.6,6.2,1.8
20020126,5.1,1.38,0.0,7.7,3.9
20020127,4.5,0.16,1.8,7.1,4.3
20020128,6.6,0.54,0.1,8.5,6.0
20020129,7.7,0.09,4.8,8.3,5.3
20020130,4.9,0.6,4.0,7.8,6.2
20020131,4.2,1.17,4.9,8.0,6.3
20020201,5.1,0.27,4.6,7.5,6.2
20020202,4.6,0.0,6.4,10.9,8.6
20020203,3.0,0.0,4.4,9.9,6.6
20020204,5.2,0.35,5.3,8.6,6.8
20020205,4.7,0.52,5.3,8.1,6.8
20020206,3.0,0.07,5.2,8.5,6.3
20020207,4.0,0.12,4.8,7.2,5.5
20020208,4.8,0.35,3.5,8.5,6.2
20020209,5.5,0.0,4.5,9.5,7.6
20020210,4.8,0.15,4.7,8.0,6.0
20020211,5.3,0.14,4.5,8.8,6.8
20020212,6.2,0.74,5.1,8.4,6.4
20020213,3.8,0.0,1.9,5.5,2.9
20020214,2.0,0.0,-2.3,3.9,0.6
20020215,3.6,0.0,0.5,4.0,2.6
20020216,3.1,0.0,2.3,4.0,2.8
20020217,2.2,0.0,-0.4,5.8,1.9
20020218,3.9,0.03,-0.6,5.9,2.7
20020219,6.1,0.65,-0.8,3.7,1.4
20020220,5.8,0.5,-0.6,1.6,0.2
20020221,3.8,0.09,-4.3,0.8,-2.1
20020222,7.5,0.67,-2.8,4.5,1.0
20020223,6.2,0.2,0.1,3.7,1.7
20020224,5.1,0.0,0.9,3.7,1.7
20020225,3.8,0.59,-0.2,4.2,1.2
20020226,6.0,1.47,0.0,7.6,4.5
20020227,6.2,0.35,2.8,5.7,3.9
20020228,4.7,0.04,1.6,4.8,3.0
20020301,3.3,0.0,0.7,3.9,1.6
20020302,3.7,0.2,-0.5,4.5,1.5
20020303,4.2,0.14,-4.4,4.0,0.9
20020304,5.3,0.0,4.0,10.1,6.2
20020305,4.7,0.11,4.8,8.6,6.0
20020306,6.6,0.51,3.6,6.6,5.2
20020307,6.2,0.0,3.6,7.3,5.2
20020308,5.0,0.0,2.7,8.5,5.2
20020309,6.2,0.0,5.4,8.9,6.8
20020310,5.0,0.0,0.7,7.8,4.6
20020311,3.9,0.92,3.6,9.7,7.3
20020312,1.7,0.0,5.3,10.9,7.0
20020313,2.2,0.09,3.2,7.8,5.3
20020314,4.3,0.0,-0.4,4.9,1.6
20020315,5.3,0.0,-1.9,6.1,1.7
20020316,4.5,0.14,0.8,3.4,2.4
20020317,2.2,0.0,-0.1,6.5,3.3
20020318,3.0,0.21,2.4,8.8,6.7
20020319,4.8,0.34,6.4,11.9,7.4
20020320,7.4,0.0,3.2,9.1,5.6
20020321,5.4,0.0,2.3,7.1,3.9
20020322,3.9,0.0,2.2,6.1,4.2
20020323,3.2,0.0,2.3,5.5,3.6
20020324,1.8,0.0,-1.8,5.3,1.3
20020325,0.7,0.0,-3.4,6.6,1.9
20020326,2.1,0.0,-3.5,6.1,2.2
20020327,1.2,0.0,-3.6,8.0,2.5
20020328,2.0,0.0,-0.8,11.1,5.4
20020329,1.6,0.0,0.6,13.2,6.7
20020330,2.0,0.0,-1.0,13.5,7.8
20020331,1.8,0.0,2.8,13.4,7.4
20020401,1.9,0.0,5.1,13.3,8.8
20020402,2.5,0.0,5.6,16.3,10.5
20020403,5.8,0.0,4.2,12.3,7.0
20020404,2.7,0.0,0.0,12.5,5.5
20020405,3.8,0.0,2.8,8.5,4.4
20020406,2.2,0.0,-3.8,8.6,3.0
20020407,2.5,0.0,0.9,6.9,3.7
20020408,1.4,0.0,-4.3,8.1,2.3
20020409,2.9,0.0,-4.5,10.4,3.5
20020410,3.2,0.0,-2.1,13.0,5.7
20020411,3.8,0.0,-0.2,13.3,7.0
20020412,1.8,0.02,6.5,12.1,9.2
20020413,1.7,0.05,7.1,12.6,9.6
20020414,3.2,0.0,6.5,10.5,8.1
20020415,3.1,0.0,6.8,9.2,7.9
20020416,2.8,0.69,3.4,8.4,4.7
20020417,4.0,0.12,3.4,5.8,4.4
20020418,2.6,0.46,3.7,5.6,4.8
20020419,1.0,0.0,4.4,10.4,6.5
20020420,1.1,0.0,1.9,12.7,5.8
20020421,1.1,0.0,0.4,16.3,8.8
20020422,2.2,0.09,2.8,15.7,10.0
20020423,3.4,0.0,9.5,14.9,11.2
20020424,2.3,0.0,8.7,14.1,11.0
20020425,1.5,0.0,5.5,15.6,10.8
20020426,1.9,0.13,6.8,12.6,8.9
20020427,5.0,0.7,5.1,8.6,7.0
20020428,5.5,0.22,3.5,10.1,7.0
20020429,4.2,0.25,7.5,11.6,9.1
20020430,4.5,0.0,6.8,12.6,9.5
20020501,4.1,0.12,8.9,14.3,10.9
20020502,0.9,0.1,3.7,15.2,9.9
20020503,1.5,0.23,6.1,12.9,9.6
20020504,2.0,1.51,9.2,12.5,10.9
20020505,2.4,0.14,9.5,13.1,11.4
20020506,3.0,0.0,8.1,18.0,12.4
20020507,3.0,0.03,9.4,14.6,11.2
20020508,1.9,0.0,5.4,21.8,13.7
20020509,5.1,0.0,9.1,21.0,14.5
20020510,6.2,0.0,9.5,19.7,14.1
20020511,4.0,0.0,9.9,22.0,15.2
20020512,2.5,0.0,10.5,17.8,14.0
20020513,1.8,0.0,9.8,17.4,13.4
20020514,2.9,0.09,5.8,19.2,12.5
20020515,3.8,0.29,10.1,17.3,13.5
20020516,4.5,0.04,11.1,16.2,13.1
20020517,3.2,0.0,10.3,16.2,12.7
20020518,1.3,0.0,5.8,20.0,13.6
20020519,1.5,0.0,6.6,15.8,11.3
20020520,3.2,0.0,9.6,16.2,12.4
20020521,4.0,0.0,4.0,20.3,13.1
20020522,5.4,0.0,9.4,22.3,16.5
20020523,2.5,0.07,11.2,23.9,17.8
20020524,2.7,0.0,13.2,18.5,14.7
20020525,2.1,0.0,12.4,18.2,15.1
20020526,2.0,0.99,6.5,17.6,12.4
20020527,1.2,0.01,11.1,20.3,15.2
20020528,1.5,0.0,8.4,18.6,13.7
20020529,1.4,0.0,11.4,18.0,13.7
20020530,2.8,0.0,11.1,17.7,14.6
20020531,2.5,0.42,9.9,17.6,14.0
20020601,3.6,0.0,10.5,18.1,14.0
20020602,1.5,0.0,10.1,22.5,16.8
20020603,3.3,0.0,8.8,21.5,16.5
20020604,4.0,0.0,12.6,22.6,17.7
20020605,5.3,0.0,12.0,24.6,18.8
20020606,5.9,0.0,14.0,24.3,19.1
20020607,5.2,0.0,12.9,21.6,17.1
20020608,4.3,0.0,11.7,22.2,16.9
20020609,2.5,0.0,9.9,22.0,16.9
20020610,2.7,1.49,9.0,22.6,17.0
20020611,2.7,0.24,12.5,19.5,14.7
20020612,1.8,1.51,10.9,17.9,14.3
20020613,4.1,0.24,11.6,17.2,14.1
20020614,4.9,0.0,11.7,20.1,15.8
20020615,3.2,0.2,11.3,20.9,15.7
20020616,4.4,0.05,13.5,21.9,17.2
20020617,2.1,0.0,15.3,22.2,18.3
20020618,3.6,0.81,16.0,27.2,22.0
20020619,2.6,0.0,16.9,23.3,18.9
20020620,2.2,0.5,11.4,22.2,16.7
20020621,3.5,0.01,13.9,20.5,16.5
20020622,2.0,0.1,13.0,21.1,16.5
20020623,5.2,0.05,13.9,19.9,16.5
20020624,5.1,0.0,13.1,20.5,16.6
20020625,4.5,0.0,13.4,19.7,16.1
20020626,3.9,0.04,13.5,19.4,16.3
20020627,4.2,0.64,11.8,18.2,15.0
20020628,4.1,1.4,11.7,17.7,14.4
20020629,5.7,0.1,11.0,17.4,14.4
20020630,4.4,0.53,11.5,18.6,14.4
20020701,3.1,0.55,11.8,16.8,14.4
20020702,3.3,0.0,13.2,18.6,15.2
20020703,2.8,0.31,12.6,16.7,14.6
20020704,3.2,0.0,12.1,20.6,16.5
20020705,3.5,0.0,12.4,18.6,15.5
20020706,0.9,0.15,13.8,19.6,16.1
20020707,2.0,0.04,12.9,19.8,16.1
20020708,3.1,0.0,13.5,22.0,18.0
20020709,4.3,0.0,16.7,27.2,22.3
20020710,3.5,0.0,19.1,27.7,23.3
20020711,3.5,0.0,14.9,26.6,18.0
20020712,1.0,0.0,11.4,22.9,17.6
20020713,2.8,0.0,11.8,23.6,17.8
20020714,2.3,0.0,12.0,24.6,18.4
20020715,1.1,0.0,15.2,26.4,20.9
20020716,1.7,0.0,11.5,27.0,20.8
20020717,2.9,1.09,12.9,28.0,20.6
20020718,2.6,0.0,15.9,22.1,18.6
20020719,0.6,0.0,15.2,21.8,18.2
20020720,2.8,0.0,17.7,23.1,19.5
20020721,1.5,0.37,12.6,21.4,16.5
20020722,5.3,2.78,13.7,15.7,14.4
20020723,5.1,0.29,12.2,21.1,16.7
20020724,5.0,0.0,14.1,19.4,16.3
20020725,4.8,0.0,13.3,20.5,16.3
20020726,2.8,0.0,13.3,17.6,15.8
20020727,2.0,0.0,14.2,22.3,18.3
20020728,1.8,0.0,13.1,26.0,20.4
20020729,1.8,0.0,13.4,29.9,22.6
20020730,2.9,0.0,17.3,27.4,22.2
20020731,2.0,0.84,14.8,30.1,22.9
20020801,2.5,0.69,19.3,30.4,24.2
20020802,3.2,0.86,19.4,26.1,21.6
20020803,2.2,2.1,18.5,20.0,19.0
20020804,1.9,0.0,15.8,23.4,19.2
20020805,3.5,0.0,13.3,24.7,19.2
20020806,3.8,0.0,14.0,22.6,18.0
20020807,1.8,0.0,12.4,24.8,18.9
20020808,1.8,0.0,11.5,24.6,18.4
20020809,2.5,0.0,13.3,25.8,19.7
20020810,2.9,0.1,16.5,24.0,19.8
20020811,2.1,0.85,16.3,26.1,21.1
20020812,2.3,0.05,17.9,23.3,19.9
20020813,5.0,0.0,19.1,22.0,19.8
20020814,3.1,0.0,16.8,23.4,20.0
20020815,2.2,0.0,12.7,24.6,19.0
20020816,1.7,0.0,16.5,26.3,20.5
20020817,1.5,0.0,14.8,27.6,21.4
20020818,2.7,0.0,14.0,25.7,20.1
20020819,4.1,0.0,16.8,27.2,21.8
20020820,3.2,0.0,15.4,26.7,21.1
20020821,2.6,0.0,11.6,27.3,20.2
20020822,1.8,0.0,14.5,26.3,20.4
20020823,2.5,0.0,11.8,26.8,19.5
20020824,3.0,0.0,10.8,26.0,18.8
20020825,2.5,0.0,15.6,26.3,20.7
20020826,2.2,0.0,14.5,24.8,20.0
20020827,1.7,0.0,16.1,26.7,20.9
20020828,1.1,0.0,14.0,25.7,19.4
20020829,1.0,0.0,12.1,23.8,18.5
20020830,2.4,0.0,16.3,23.5,19.7
20020831,4.0,0.0,17.3,23.4,20.1
20020901,2.7,0.0,13.5,20.6,17.1
20020902,0.7,0.0,7.3,21.6,15.7
20020903,2.2,0.0,6.4,23.2,16.0
20020904,4.5,0.0,15.1,24.4,20.7
20020905,1.0,0.0,14.6,23.8,19.3
20020906,1.5,0.0,8.8,22.8,17.4
20020907,2.1,0.0,14.1,22.5,18.5
20020908,2.2,0.0,15.3,24.8,19.5
20020909,2.8,0.0,12.0,24.2,18.1
20020910,1.6,0.0,13.7,24.5,18.5
20020911,1.6,0.0,11.7,23.2,17.3
20020912,1.0,0.0,7.4,23.0,16.2
20020913,1.4,0.0,9.2,25.2,17.8
20020914,3.0,0.0,14.8,20.7,17.3
20020915,2.2,0.0,7.8,17.8,12.9
20020916,0.6,0.0,3.4,17.7,11.2
20020917,2.2,0.0,4.5,20.1,13.4
20020918,2.0,0.0,12.0,20.6,15.8
20020919,0.7,0.0,4.3,19.6,12.5
20020920,2.5,0.15,10.0,18.5,14.8
20020921,1.2,0.15,5.9,16.1,10.7
20020922,3.9,0.1,9.0,12.7,10.1
20020923,2.4,0.0,5.1,14.5,8.5
20020924,2.1,0.0,-0.3,14.9,9.0
20020925,1.5,0.0,10.6,17.4,13.4
20020926,2.0,0.83,6.5,14.0,8.6
20020927,1.4,0.04,1.2,13.4,7.3
20020928,2.3,0.2,2.1,15.0,10.8
20020929,3.2,0.0,12.6,16.3,14.3
20020930,3.4,0.0,12.7,18.1,14.7
20021001,1.1,0.0,11.6,18.7,13.7
20021002,0.2,0.0,5.5,19.5,11.0
20021003,0.7,1.15,5.2,19.3,12.1
20021004,4.2,0.44,11.2,15.8,13.2
20021005,2.6,0.36,9.6,15.0,11.5
20021006,3.8,0.0,4.8,11.0,6.6
20021007,2.3,0.06,-0.7,8.3,3.5
20021008,2.5,0.0,2.9,8.1,6.3
20021009,2.1,0.0,1.5,10.6,4.8
20021010,1.9,0.0,-0.2,10.5,3.6
20021011,3.5,0.07,-1.1,9.9,4.2
20021012,4.1,0.0,3.4,8.1,5.9
20021013,4.5,0.43,6.0,7.6,6.6
20021014,2.0,0.15,3.4,6.0,4.5
20021015,1.5,0.0,2.6,8.2,4.5
20021016,1.8,1.54,2.1,7.6,5.6
20021017,3.2,1.03,5.6,10.5,7.8
20021018,2.2,1.21,2.2,5.6,3.3
20021019,3.1,0.01,0.5,5.5,2.7
20021020,1.7,0.2,-3.7,9.0,2.7
20021021,1.7,0.99,-1.2,6.2,3.4
20021022,3.8,0.49,4.6,7.7,6.7
20021023,4.2,0.49,7.7,12.3,10.8
20021024,4.1,0.0,5.9,9.9,7.3
20021025,4.6,0.91,6.3,10.0,8.9
20021026,4.2,0.45,8.8,11.2,9.7
20021027,4.6,1.18,7.0,10.6,8.5
20021028,7.8,0.0,6.3,10.2,8.1
20021029,3.2,0.01,5.4,9.6,7.2
20021030,1.4,0.0,4.5,9.8,6.2
20021031,2.1,0.0,-2.1,8.5,4.0
20021101,3.2,0.0,5.9,8.7,7.3
20021102,2.1,0.0,-2.1,7.4,0.7
20021103,3.9,0.0,-3.0,6.1,2.4
20021104,2.2,0.0,2.5,6.6,3.7
20021105,0.5,0.0,2.0,5.0,3.5
20021106,3.7,0.0,-0.4,4.1,1.8
20021107,2.0,0.0,1.5,2.9,2.3
20021108,2.0,0.0,1.3,8.1,5.2
20021109,3.2,0.0,4.1,6.6,5.0
20021110,1.4,0.0,-1.6,4.2,0.8
20021111,3.5,0.02,-3.6,1.6,0.1
20021112,3.2,0.07,-0.2,7.7,5.0
20021113,2.6,0.39,7.2,8.4,7.9
20021114,2.5,0.04,5.3,9.1,7.6
20021115,0.5,0.0,6.0,8.5,7.4
20021116,2.5,1.49,6.4,8.2,7.0
20021117,3.5,1.3,5.0,6.9,5.5
20021118,2.2,0.0,3.9,8.3,5.9
20021119,1.8,0.0,-1.4,5.3,0.1
20021120,1.4,0.0,-3.0,1.7,0.0
20021121,1.7,0.0,-3.9,1.4,-1.1
20021122,5.5,0.0,-1.0,5.3,3.8
20021123,5.0,1.58,4.7,6.1,5.7
20021124,2.3,0.14,5.1,6.8,5.8
20021125,3.5,0.0,5.7,8.0,7.0
20021126,4.0,0.0,5.9,7.9,6.7
20021127,1.8,0.0,-0.1,8.0,3.7
20021128,4.6,0.08,0.1,5.7,4.8
20021129,5.7,0.02,4.9,6.2,5.7
20021130,4.6,0.09,2.6,5.7,3.3
20021201,2.1,0.06,0.4,2.6,1.6
20021202,4.4,0.0,1.7,6.4,4.9
20021203,4.6,0.03,3.9,5.6,4.7
20021204,4.5,0.16,0.5,4.1,2.1
20021205,3.6,0.0,0.2,3.0,1.4
20021206,5.5,0.0,0.4,1.8,1.2
20021207,6.6,0.0,0.2,2.0,0.8
20021208,3.6,0.0,-0.1,1.9,0.5
20021209,1.6,0.0,-1.0,0.0,-0.8
20021210,0.8,0.0,-5.0,-0.6,-2.8
20021211,0.8,0.0,-6.0,-0.7,-2.8
20021212,1.0,0.0,-6.2,-1.0,-3.8
20021213,0.3,0.0,-7.5,-3.5,-5.2
20021214,1.5,0.0,-4.9,1.6,-1.4
20021215,4.9,0.0,-0.9,1.9,0.5
20021216,4.0,0.0,-1.4,0.8,-0.2
20021217,2.0,0.0,-1.5,0.8,0.2
20021218,2.0,0.0,-2.3,4.3,0.8
20021219,1.8,0.0,-7.8,0.4,-3.3
20021220,4.2,0.1,-0.1,2.0,1.3
20021221,1.5,0.05,-0.7,3.0,1.3
20021222,2.0,0.0,-7.9,-0.3,-5.2
20021223,3.0,0.0,-4.8,0.1,-2.9
20021224,7.1,0.0,-3.8,-0.1,-1.3
20021225,5.2,0.0,-1.7,0.0,-0.7
20021226,3.5,0.2,-0.7,1.6,0.7
20021227,4.0,1.2,0.5,3.1,1.9
20021228,2.8,0.75,2.7,4.4,3.4
20021229,2.9,0.05,0.3,5.4,2.1
20021230,4.1,0.0,-6.1,0.6,-4.5
20021231,0.8,0.0,-12.1,-6.1,-10.4
20030101,1.8,0.35,-11.3,-3.6,-5.7
20030102,3.5,0.05,-4.9,-1.0,-2.2
20030103,3.0,0.05,-5.6,-2.7,-4.2
20030104,1.2,0.0,-13.4,-5.5,-11.5
20030105,3.4,0.8,-16.9,-2.0,-6.0
20030106,2.4,0.05,-16.2,-3.4,-10.8
20030107,1.0,0.05,-19.5,-2.3,-5.7
20030108,1.2,0.0,-4.1,-1.9,-3.5
20030109,1.5,0.0,-5.0,-3.2,-3.7
20030110,0.8,0.0,-12.7,-1.7,-6.6
20030111,3.3,0.0,-19.0,-0.1,-8.0
20030112,5.7,0.4,-0.1,3.8,2.5
20030113,3.8,0.06,0.6,4.4,3.4
20030114,6.0,0.04,2.2,6.8,5.1
20030115,5.8,0.0,4.2,6.3,5.0
20030116,6.4,0.0,4.0,7.4,5.5
20030117,4.2,0.0,2.2,5.2,3.5
20030118,4.1,0.01,1.1,4.0,2.9
20030119,4.0,0.35,0.8,3.9,2.3
20030120,3.3,0.0,0.7,4.4,3.7
20030121,3.2,0.38,2.8,5.3,3.7
20030122,3.0,0.0,0.7,3.9,1.4
20030123,1.0,0.0,-0.3,5.5,2.4
20030124,2.0,0.0,1.8,3.3,2.5
20030125,4.3,0.08,2.1,3.6,3.1
20030126,4.4,0.11,2.5,6.2,4.6
20030127,4.9,0.84,4.0,9.8,7.0
20030128,5.3,0.79,3.3,8.2,4.4
20030129,2.2,0.0,-0.4,3.3,0.8
20030130,3.0,0.0,-6.2,-0.4,-4.4
20030131,1.5,0.0,-9.1,-4.8,-7.6
20030201,3.1,0.0,-11.5,-1.6,-5.1
20030202,5.5,0.22,-2.6,-0.1,-1.4
20030203,3.1,0.3,-0.4,1.8,1.1
20030204,0.5,0.21,-0.2,1.6,0.6
20030205,0.8,0.0,-4.2,0.4,-2.3
20030206,1.6,0.0,-10.7,-1.4,-6.4
20030207,1.7,0.3,-9.3,0.7,-2.1
20030208,3.2,0.0,-0.8,1.2,0.1
20030209,3.2,0.0,-2.4,-0.1,-1.8
20030210,1.6,0.0,-8.1,0.2,-3.7
20030211,2.2,0.0,-2.3,-1.2,-2.0
20030212,0.8,0.0,-7.0,0.6,-4.1
20030213,0.3,0.0,-10.3,-2.2,-5.9
20030214,2.0,0.0,-7.0,-1.2,-2.4
20030215,1.5,0.0,-4.8,1.6,-2.0
