DATE,DE_BILT_cloud_cover,DE_BILT_wind_speed,DE_BILT_wind_gust,DE_BILT_humidity,DE_BILT_pressure,DE_BILT_global_radiation,DE_BILT_precipitation,DE_BILT_sunshine,DE_BILT_temp_min,DE_BILT_temp_max,DE_BILT_temp_mean
20020412,4,4.3,12.0,0.78,1.0054,2.1,0.0,9.5,-0.4,13.2,7.5
20020413,6,4.1,11.0,0.74,1.0066,1.08,0.0,2.2,0.9,10.8,7.3
20020414,7,2.5,9.0,0.86,1.01,1.13,0.33,2.4,0.3,11.5,6.7
20020415,8,3.2,9.0,0.92,1.0137,0.59,0.83,0.0,6.2,7.7,7.0
20020416,8,2.3,6.0,0.93,1.0154,0.64,0.56,0.1,6.6,10.1,8.3
20020417,6,1.2,4.0,0.92,1.0162,1.12,0.27,2.2,3.2,11.3,8.1
20020418,6,2.3,9.0,0.86,1.0165,1.36,0.0,3.6,2.3,13.6,7.6
20020419,3,1.9,7.0,0.8,1.0216,2.02,0.0,8.1,0.0,14.0,7.5
20020420,4,1.9,7.0,0.82,1.0306,1.63,0.0,5.2,0.7,13.6,7.6
20020421,3,1.3,6.0,0.78,1.0355,2.46,0.0,11.3,0.4,17.0,9.3
20020422,7,2.8,9.0,0.67,1.031,1.71,0.0,5.6,4.2,20.4,14.0
20020423,6,2.8,10.0,0.77,1.0298,2.11,0.0,8.4,9.1,18.2,13.5
20020424,5,2.0,7.0,0.79,1.0262,1.97,0.0,7.3,9.3,20.4,14.7
20020425,6,2.8,10.0,0.89,1.0206,1.6,0.0,4.7,5.2,17.2,10.3
20020426,7,4.8,19.0,0.92,1.0053,0.76,1.22,0.3,4.4,12.6,8.2
20020427,6,5.1,15.0,0.74,1.0073,1.86,0.01,6.3,7.0,11.8,9.2
20020428,7,6.7,15.0,0.84,0.9976,1.26,0.81,2.5,6.9,14.0,10.2
20020429,5,7.4,20.0,0.75,1.0,1.81,0.21,5.8,5.8,12.7,9.4
20020430,8,5.6,16.0,0.81,1.0041,0.82,0.66,0.4,7.4,13.6,10.8
20020501,6,4.4,14.0,0.79,1.0043,2.38,0.18,9.9,5.5,14.6,10.4
20020502,6,3.0,11.0,0.87,1.0083,1.15,0.7,2.0,4.0,14.3,9.7
20020503,6,3.3,10.0,0.76,1.0155,2.13,0.0,8.0,5.1,14.4,10.1
20020504,8,4.8,13.0,0.78,1.0175,0.68,0.0,0.0,7.5,10.5,8.9
20020505,8,3.7,12.0,0.93,1.0159,0.69,0.64,0.0,6.2,10.2,8.8
20020506,6,2.5,8.0,0.86,1.0224,1.76,0.04,5.4,5.6,16.1,11.1
20020507,3,2.8,8.0,0.77,1.0223,2.72,0.0,11.9,8.7,18.9,13.5
20020508,7,4.4,11.0,0.87,1.016,1.93,0.0,6.4,9.7,18.0,13.5
20020509,7,2.9,7.0,0.84,1.0085,1.69,0.0,4.8,11.8,24.5,16.7
20020510,7,2.5,7.0,0.91,1.0073,0.71,0.0,0.0,11.3,16.4,13.9
20020511,8,2.3,7.0,0.9,1.0094,0.71,0.0,0.0,10.4,14.9,12.6
20020512,7,1.8,6.0,0.86,1.0146,1.02,0.0,1.1,7.5,16.6,11.9
20020513,4,4.2,11.0,0.73,1.0127,2.62,0.0,10.8,5.9,21.9,16.0
20020514,6,6.4,25.0,0.77,1.0141,1.86,0.58,5.7,10.6,17.4,13.2
20020515,4,3.7,11.0,0.76,1.0241,2.36,0.0,8.9,8.7,20.3,13.9
20020516,3,2.1,6.0,0.75,1.0208,3.07,0.0,13.9,7.3,23.7,16.0
20020517,4,3.5,10.0,0.73,1.0139,3.03,0.0,13.5,7.5,22.9,16.3
20020518,7,3.5,13.0,0.78,1.015,1.09,0.04,1.3,11.1,19.1,14.4
20020519,4,3.1,9.0,0.79,1.0188,2.24,0.0,7.9,9.6,20.4,14.5
20020520,5,2.8,9.0,0.74,1.0143,2.54,0.0,9.9,8.2,23.1,16.6
20020521,6,4.5,12.0,0.63,1.0042,2.34,0.0,8.5,14.2,25.5,19.7
20020522,7,3.3,10.0,0.86,1.0011,0.75,0.46,0.0,13.8,19.0,16.0
20020523,5,2.8,9.0,0.76,1.0077,2.35,0.0,8.5,9.1,20.0,14.8
20020524,6,4.8,16.0,0.87,1.0077,1.67,0.17,4.2,6.7,16.4,12.1
20020525,5,4.5,15.0,0.76,1.0106,2.07,0.05,6.6,9.2,16.8,12.6
20020526,5,4.5,14.0,0.78,1.0065,1.55,0.28,3.5,8.3,17.5,12.1
20020527,4,2.8,11.0,0.8,1.0069,2.22,0.0,7.5,7.2,19.0,12.6
20020528,5,3.1,11.0,0.72,1.0088,2.51,0.0,9.4,5.9,20.4,14.3
20020529,4,5.0,15.0,0.77,1.0148,2.23,0.4,7.5,9.6,16.7,12.8
20020530,5,3.4,11.0,0.75,1.0225,2.15,0.0,7.0,7.7,18.6,13.0
20020531,4,3.4,11.0,0.75,1.0255,2.68,0.0,10.4,5.0,17.6,12.5
20020601,1,2.5,8.0,0.69,1.0264,3.35,0.0,15.2,2.6,20.0,13.3
20020602,5,3.9,10.0,0.6,1.0197,3.09,0.0,13.1,8.1,24.5,17.3
20020603,7,3.5,12.0,0.66,1.0099,1.87,0.43,4.6,12.1,25.1,18.4
20020604,5,3.3,9.0,0.7,1.0065,2.68,0.01,9.9,11.4,24.0,18.5
20020605,7,3.9,12.0,0.81,0.9981,0.98,0.31,0.5,15.8,23.7,19.2
20020606,7,2.9,8.0,0.79,1.003,1.42,0.0,2.2,12.8,20.5,16.5
20020607,7,3.2,10.0,0.82,1.0047,1.4,0.0,2.1,10.7,20.7,15.6
20020608,6,1.9,7.0,0.71,1.0081,2.11,0.0,6.0,10.0,22.4,17.0
20020609,5,2.5,10.0,0.75,1.008,2.47,0.21,8.3,11.1,22.9,16.9
20020610,6,3.9,12.0,0.9,1.0101,1.49,1.12,2.5,10.1,16.2,12.9
20020611,6,3.7,11.0,0.79,1.014,2.32,0.08,7.3,9.1,17.8,13.5
20020612,7,3.4,12.0,0.89,1.0134,1.29,2.08,1.6,10.6,19.0,14.4
20020613,8,3.7,10.0,0.87,1.0149,1.02,0.1,0.6,11.9,16.6,14.1
20020614,8,3.3,10.0,0.83,1.0148,1.34,0.66,1.8,13.9,23.6,18.6
20020615,6,4.3,11.0,0.78,1.0146,1.99,0.0,5.2,13.2,20.8,17.8
20020616,6,2.8,10.0,0.86,1.0177,1.56,0.2,2.8,11.3,22.7,17.6
20020617,3,2.2,7.0,0.73,1.0165,3.2,0.0,13.6,14.2,31.7,23.8
20020618,4,3.4,15.0,0.81,1.0156,2.65,0.16,9.5,12.4,31.1,22.0
20020619,6,2.6,8.0,0.74,1.0226,2.47,0.0,8.2,11.2,23.6,18.1
20020620,7,3.0,10.0,0.92,1.0194,1.06,2.64,0.7,10.2,18.0,15.3
20020621,6,2.4,10.0,0.78,1.0215,2.22,0.0,6.6,9.8,20.7,15.1
20020622,7,4.1,13.0,0.77,1.0191,1.75,0.08,3.8,11.6,21.7,17.7
20020623,6,3.4,10.0,0.72,1.0205,2.49,0.0,8.4,12.3,19.9,16.1
20020624,2,2.5,9.0,0.72,1.0254,3.12,0.0,13.0,8.9,20.0,15.1
20020625,3,2.2,8.0,0.76,1.0268,2.43,0.0,8.0,8.5,21.9,15.7
20020626,4,2.8,9.0,0.74,1.0212,2.75,0.0,10.2,7.5,22.7,16.2
20020627,5,3.8,12.0,0.7,1.0153,2.66,0.0,9.6,11.2,17.9,14.9
20020628,6,4.4,15.0,0.79,1.0177,1.83,0.41,4.3,10.5,16.1,13.1
20020629,4,3.3,10.0,0.66,1.0198,2.9,0.0,11.4,9.4,19.4,14.7
20020630,6,5.3,13.0,0.78,1.0138,1.55,0.0,2.8,11.2,18.9,15.7
20020701,8,5.5,15.0,0.9,1.0034,0.98,0.95,0.5,12.0,15.0,13.5
20020702,8,5.3,16.0,0.83,1.0015,1.79,0.28,4.1,12.1,18.6,14.1
20020703,8,4.6,12.0,0.93,0.9988,0.95,1.44,0.4,12.1,17.2,14.1
20020704,6,3.9,12.0,0.79,1.0133,2.77,0.27,10.5,12.3,19.4,15.6
20020705,7,3.2,9.0,0.81,1.0127,1.04,0.0,0.7,13.2,20.4,15.7
20020706,8,2.4,9.0,0.85,1.0142,1.15,0.0,1.1,11.6,19.8,16.1
20020707,8,2.7,9.0,0.86,1.0165,1.04,0.04,0.7,11.6,19.3,15.7
20020708,4,2.7,9.0,0.78,1.0118,2.37,0.0,7.8,11.0,24.3,18.7
20020709,6,2.6,10.0,0.86,1.0075,1.86,1.34,4.6,14.3,25.6,19.0
20020710,7,2.4,7.0,0.91,1.0111,0.86,0.35,0.2,10.9,17.2,14.6
20020711,3,3.5,11.0,0.8,1.0181,2.82,0.0,11.1,10.0,20.8,15.1
20020712,6,1.8,6.0,0.77,1.0204,1.82,0.0,4.4,8.5,21.5,16.6
20020713,7,1.9,6.0,0.89,1.0174,1.52,1.68,2.8,13.1,21.1,17.4
20020714,6,3.5,9.0,0.85,1.0229,2.12,0.0,6.3,15.7,23.0,18.8
20020715,4,3.5,9.0,0.77,1.0218,2.84,0.0,11.4,16.3,24.4,20.0
20020716,3,4.1,12.0,0.74,1.0179,2.73,0.0,10.6,14.4,24.9,19.8
20020717,5,3.9,11.0,0.78,1.0175,2.46,0.0,8.7,14.1,23.0,18.4
20020718,5,4.1,11.0,0.73,1.0187,2.54,0.0,9.3,9.7,20.2,16.0
20020719,7,1.9,6.0,0.75,1.0191,0.91,0.0,0.4,8.9,19.2,14.9
20020720,6,2.2,10.0,0.79,1.0157,2.3,0.64,7.7,6.9,22.6,15.7
20020721,6,3.8,13.0,0.87,1.0135,2.11,0.52,6.5,13.4,18.2,15.4
20020722,7,3.5,10.0,0.73,1.0176,2.11,0.0,6.5,12.8,20.1,16.4
20020723,8,4.4,13.0,0.88,1.0115,0.77,0.42,0.1,15.4,20.7,17.2
20020724,7,3.1,9.0,0.79,1.0133,1.71,0.01,4.1,12.0,20.0,16.6
20020725,6,2.8,9.0,0.78,1.0153,1.72,0.04,4.2,9.5,20.6,16.1
20020726,4,3.1,9.0,0.82,1.0163,2.24,0.11,7.6,14.0,24.3,19.1
20020727,3,2.0,7.0,0.81,1.019,2.59,0.0,10.2,13.1,27.2,20.7
20020728,0,1.8,6.0,0.74,1.0188,2.94,0.0,13.0,15.7,29.7,23.0
20020729,1,2.1,7.0,0.69,1.0176,2.96,0.0,13.3,16.1,31.0,24.6
20020730,3,2.1,17.0,0.75,1.0108,2.77,1.59,11.8,16.0,33.3,23.9
20020731,6,1.9,6.0,0.87,1.0085,1.51,0.01,3.2,17.2,27.1,21.3
20020801,7,2.4,10.0,0.93,1.0116,0.79,0.72,0.2,11.3,18.9,16.3
20020802,4,2.0,9.0,0.73,1.0134,2.8,0.0,12.3,10.5,25.4,18.8
20020803,6,1.5,8.0,0.9,1.0133,1.5,1.4,3.3,13.0,19.8,15.8
20020804,6,1.4,7.0,0.86,1.0122,1.91,0.48,5.8,13.3,22.8,17.1
20020805,7,1.3,6.0,0.92,1.0128,0.96,1.43,0.8,13.3,21.3,16.7
20020806,7,1.6,6.0,0.9,1.012,1.39,0.76,2.8,14.2,22.0,17.7
20020807,5,1.3,9.0,0.91,1.0155,1.56,2.49,3.8,14.0,22.5,18.1
20020808,4,1.5,5.0,0.85,1.0122,1.67,0.0,4.5,14.1,23.2,18.5
20020809,6,2.4,8.0,0.86,1.0052,1.69,0.17,4.7,13.3,24.5,18.3
20020810,7,1.8,6.0,0.86,1.005,1.42,0.0,3.1,14.3,21.7,18.2
20020811,6,2.6,7.0,0.83,1.006,1.61,0.0,4.3,15.1,22.0,18.6
20020812,5,3.2,9.0,0.82,1.0111,1.95,0.0,6.6,14.2,22.0,18.0
20020813,1,2.3,7.0,0.8,1.0193,2.63,0.0,12.0,12.3,23.6,18.2
20020814,5,1.3,5.0,0.82,1.0203,1.47,0.0,3.6,12.9,25.5,19.5
20020815,1,1.7,6.0,0.78,1.0182,2.5,0.0,11.1,13.3,28.0,20.9
20020816,1,1.5,6.0,0.74,1.0186,2.53,0.0,11.5,13.3,29.1,21.8
20020817,1,2.0,6.0,0.71,1.0163,2.73,0.0,13.4,13.5,29.0,22.0
20020818,2,2.5,8.0,0.72,1.0128,2.51,0.0,11.6,15.6,29.5,23.1
20020819,6,1.9,7.0,0.8,1.0139,1.6,0.16,4.7,17.7,27.8,22.2
20020820,7,1.8,12.0,0.92,1.0136,0.92,2.52,1.0,16.1,23.3,18.7
20020821,8,2.5,8.0,0.94,1.0142,0.58,0.15,0.0,16.2,20.7,17.7
20020822,8,1.8,7.0,0.86,1.0183,0.86,0.01,0.8,12.4,19.7,16.5
20020823,7,1.8,5.0,0.85,1.0193,1.15,0.0,2.2,11.9,21.1,17.0
20020824,8,2.6,8.0,0.94,1.0192,0.56,0.83,0.0,14.9,19.6,16.9
20020825,4,2.1,6.0,0.85,1.0232,1.9,0.01,7.4,13.0,22.3,17.6
20020826,4,2.5,8.0,0.85,1.0201,1.99,0.0,8.2,11.5,22.6,18.3
20020827,7,3.5,10.0,0.87,1.0153,1.04,0.0,1.8,17.1,23.9,20.7
20020828,4,3.2,8.0,0.84,1.0172,1.59,0.0,5.3,16.5,24.2,20.5
20020829,3,1.4,5.0,0.84,1.0187,1.79,0.0,6.9,12.6,24.2,18.0
20020830,6,2.5,7.0,0.91,1.0184,0.9,0.0,1.2,12.4,22.9,17.9
20020831,7,3.1,9.0,0.83,1.0216,1.02,0.08,1.9,11.9,20.2,16.9
20020901,4,2.4,7.0,0.75,1.0298,1.67,0.0,7.0,9.4,20.6,15.2
20020902,2,3.4,9.0,0.74,1.0286,2.13,0.0,11.2,9.1,22.3,16.3
20020903,3,3.5,10.0,0.72,1.0186,1.98,0.11,9.9,9.4,23.1,16.1
20020904,1,1.3,6.0,0.81,1.0115,2.07,0.0,10.9,7.7,23.4,14.9
20020905,2,1.9,7.0,0.8,1.0141,1.81,0.0,8.7,6.6,23.6,15.5
20020906,7,3.7,10.0,0.86,1.0143,0.83,0.0,1.4,12.2,21.8,16.9
20020907,7,3.4,12.0,0.85,1.0107,0.81,1.22,1.3,14.6,22.0,17.1
20020908,7,2.4,9.0,0.86,1.0106,0.93,0.66,2.1,12.2,24.2,17.4
20020909,4,3.0,12.0,0.81,1.0118,1.26,0.0,4.5,10.6,25.1,18.1
20020910,6,1.2,5.0,0.9,1.0208,0.47,0.0,0.0,10.8,18.5,14.9
20020911,7,2.7,7.0,0.89,1.0251,0.72,0.16,1.0,13.5,20.4,16.6
20020912,1,3.7,9.0,0.77,1.0261,2.04,0.0,12.0,11.0,23.1,17.3
20020913,1,2.5,8.0,0.79,1.0256,1.99,0.0,11.7,9.5,22.7,16.5
20020914,8,2.7,10.0,0.84,1.023,0.8,0.0,1.6,14.2,20.0,16.6
20020915,3,2.5,9.0,0.76,1.0225,1.85,0.0,10.6,8.8,20.6,15.2
20020916,4,1.9,6.0,0.85,1.0201,1.1,0.0,3.9,6.8,19.9,13.4
20020917,8,1.3,6.0,0.9,1.0183,0.43,0.0,0.0,8.9,17.9,14.2
20020918,8,1.3,5.0,0.85,1.0172,0.57,0.0,0.5,12.2,17.4,14.5
20020919,8,1.5,6.0,0.84,1.017,0.42,0.0,0.0,12.8,17.7,14.7
20020920,7,1.4,6.0,0.82,1.02,0.96,0.0,3.1,9.2,18.7,14.2
20020921,8,1.6,5.0,0.88,1.0173,0.72,0.03,1.5,10.3,16.8,13.5
20020922,5,3.4,13.0,0.84,1.0114,1.51,0.38,8.4,10.6,17.5,13.3
20020923,2,4.7,12.0,0.74,1.0188,1.72,0.0,10.8,7.8,16.5,12.2
20020924,2,3.4,12.0,0.76,1.0233,1.7,0.0,10.8,5.0,15.9,10.2
20020925,6,2.5,9.0,0.86,1.0175,1.06,0.23,4.4,8.0,17.5,13.1
20020926,7,1.8,9.0,0.92,1.0161,0.67,0.43,1.4,9.3,15.5,12.3
20020927,6,1.5,5.0,0.9,1.0237,0.81,0.0,2.5,6.0,18.0,12.1
20020928,7,1.2,5.0,0.89,1.0285,0.57,0.0,0.9,5.1,17.7,11.8
20020929,4,1.6,6.0,0.87,1.0289,1.18,0.0,6.1,5.4,18.8,11.5
20020930,1,2.0,7.0,0.82,1.0256,1.58,0.0,10.7,5.3,19.2,11.0
20021001,3,1.5,4.0,0.86,1.0228,1.36,0.0,8.4,4.3,21.0,11.7
20021002,6,1.6,6.0,0.89,1.0207,0.84,0.0,3.2,7.7,19.7,13.3
20021003,7,2.5,7.0,0.95,1.0215,0.47,0.14,0.5,8.3,17.9,14.5
20021004,3,2.2,10.0,0.85,1.026,1.24,0.0,7.5,5.3,17.8,11.6
20021005,7,3.3,10.0,0.94,1.0196,0.33,1.26,0.0,6.8,15.6,13.0
20021006,4,3.8,14.0,0.84,1.0167,1.15,0.11,6.9,2.1,14.8,10.4
20021007,7,2.0,7.0,0.94,1.0181,0.57,0.31,1.4,1.2,15.3,8.3
20021008,1,3.8,9.0,0.76,1.0163,1.36,0.0,9.8,1.9,11.2,6.1
20021009,1,5.9,13.0,0.75,1.0113,1.38,0.0,10.2,3.4,13.8,8.8
20021010,1,5.8,11.0,0.74,1.0123,1.36,0.0,10.2,5.3,12.7,8.4
20021011,1,5.0,11.0,0.69,1.0158,1.32,0.0,10.0,2.8,11.2,6.5
20021012,8,3.1,7.0,0.76,1.013,0.35,0.0,0.2,3.9,8.1,6.1
20021013,8,3.0,8.0,0.86,1.0113,0.29,0.0,0.0,5.8,9.7,7.7
20021014,8,3.3,10.0,0.95,1.0049,0.29,1.17,0.0,6.6,11.0,9.1
20021015,7,2.7,9.0,0.96,1.007,0.35,0.0,0.3,4.4,12.3,8.1
20021016,7,5.3,13.0,0.85,0.9974,0.54,0.06,1.7,10.1,14.6,12.2
20021017,6,2.6,10.0,0.86,1.0004,0.89,0.19,5.6,6.1,13.2,9.3
20021018,6,3.1,10.0,0.92,1.0059,0.59,0.44,2.4,4.4,11.2,7.1
20021019,5,2.5,8.0,0.9,1.0163,0.78,0.43,4.5,1.8,9.9,5.9
20021020,7,2.4,9.0,0.86,1.0161,0.72,0.21,4.0,3.2,11.3,7.5
20021021,7,3.2,11.0,0.94,0.9982,0.25,0.17,0.0,6.3,14.0,10.3
20021022,8,4.3,12.0,0.91,0.9885,0.37,0.22,0.7,10.6,16.0,13.6
20021023,6,4.6,14.0,0.79,0.9961,0.51,0.37,2.0,4.6,13.9,9.8
20021024,5,3.5,9.0,0.81,1.0077,0.89,0.02,6.8,4.8,11.9,8.1
20021025,7,5.4,19.0,0.89,0.9958,0.26,0.94,0.1,9.4,13.7,11.9
20021026,7,5.5,17.0,0.76,1.0079,0.54,0.24,2.6,6.6,12.8,10.6
20021027,7,9.1,28.0,0.83,1.0025,0.43,2.6,1.5,8.2,15.8,11.4
20021028,4,4.4,13.0,0.75,1.0255,0.95,0.0,8.5,6.0,13.0,9.5
20021029,7,2.4,7.0,0.87,1.0185,0.22,0.08,0.0,5.5,10.2,8.2
20021030,6,1.6,5.0,0.87,1.0153,0.74,0.12,5.7,4.9,12.4,8.7
20021031,2,1.4,4.0,0.89,1.0196,0.85,0.0,7.5,1.1,12.6,5.6
20021101,8,3.0,8.0,0.96,1.015,0.29,0.41,0.5,1.8,13.9,9.4
20021102,6,3.2,10.0,0.9,1.0105,0.62,0.25,4.4,10.2,15.9,13.0
20021103,6,3.9,11.0,0.9,1.0048,0.56,1.19,3.7,8.6,14.9,11.7
20021104,6,1.5,7.0,0.94,1.0147,0.65,0.12,5.1,3.4,13.9,8.8
20021105,4,1.6,5.0,0.91,1.0244,0.55,0.0,3.7,3.1,10.7,6.7
20021106,7,4.1,11.0,0.89,1.016,0.56,1.36,4.0,4.5,12.8,8.5
20021107,6,2.5,13.0,0.89,1.0114,0.38,0.56,1.7,2.7,10.4,7.1
20021108,7,5.0,14.0,0.93,1.0059,0.29,1.87,0.8,3.9,11.8,7.3
20021109,4,2.5,10.0,0.88,1.0029,0.55,0.01,4.3,-0.3,11.8,6.5
20021110,6,3.0,9.0,0.96,1.0055,0.26,0.34,0.6,-1.1,10.0,5.0
20021111,4,3.3,9.0,0.91,1.0034,0.58,0.06,5.0,6.2,12.9,9.4
20021112,6,4.8,12.0,0.9,1.0046,0.21,0.08,0.2,7.8,11.1,9.5
20021113,7,4.2,12.0,0.92,0.994,0.3,0.5,1.2,6.5,11.9,9.4
20021114,4,4.9,12.0,0.78,0.9875,0.45,0.02,3.3,7.1,13.2,10.2
20021115,5,2.1,7.0,0.93,0.9943,0.45,0.0,3.4,2.1,10.9,6.5
20021116,8,2.1,6.0,0.98,0.9993,0.16,0.0,0.0,3.9,8.5,6.7
20021117,7,2.4,6.0,0.95,1.0082,0.34,0.01,1.9,7.3,11.4,9.0
20021118,8,2.0,5.0,0.96,1.014,0.15,0.0,0.0,7.0,9.0,7.8
20021119,8,2.3,6.0,0.86,1.0141,0.15,0.0,0.0,5.3,8.8,7.2
20021120,4,3.3,7.0,0.91,1.0092,0.53,0.0,5.3,2.4,8.4,5.5
20021121,7,4.2,10.0,0.85,0.9959,0.15,0.04,0.0,7.0,12.5,9.8
20021122,5,3.0,8.0,0.91,0.999,0.27,0.0,1.3,4.6,10.6,7.5
20021123,4,3.3,9.0,0.89,1.0051,0.52,0.33,5.6,3.9,10.4,7.1
20021124,3,2.9,6.0,0.91,1.0079,0.58,0.04,7.0,3.9,11.6,7.7
20021125,7,2.5,6.0,0.97,1.0038,0.14,0.59,0.0,3.6,6.0,5.4
20021126,6,2.0,5.0,0.94,1.0133,0.32,0.0,2.2,2.5,11.5,6.8
20021127,5,3.4,8.0,0.92,1.0145,0.49,0.0,5.5,1.8,9.6,6.0
20021128,7,3.0,7.0,0.95,1.0098,0.13,0.46,0.0,5.6,8.1,7.0
20021129,8,1.8,5.0,0.95,1.0133,0.16,0.03,0.2,3.2,9.9,7.8
20021130,8,1.2,4.0,1.0,1.0198,0.13,0.0,0.0,1.7,8.3,5.7
20021201,8,4.9,12.0,0.93,1.0071,0.12,0.77,0.0,6.2,8.7,7.3
20021202,7,3.7,9.0,0.94,0.9996,0.12,0.02,0.0,4.9,8.4,7.1
20021203,8,1.7,4.0,0.98,1.0117,0.18,0.0,0.7,3.1,8.0,6.3
20021204,8,2.7,7.0,0.97,1.0144,0.11,0.0,0.0,0.3,6.0,4.5
20021205,8,2.9,9.0,0.91,1.0226,0.22,0.0,1.4,3.5,7.8,5.2
20021206,8,5.1,11.0,0.85,1.0295,0.11,0.0,0.0,0.7,4.7,2.2
20021207,8,5.0,11.0,0.84,1.027,0.11,0.01,0.0,-2.2,1.7,0.2
20021208,5,5.4,11.0,0.7,1.0284,0.26,0.0,2.1,-3.8,-0.4,-2.3
20021209,1,5.5,11.0,0.64,1.0296,0.48,0.0,6.8,-7.9,-2.9,-5.1
20021210,1,5.4,10.0,0.7,1.0266,0.47,0.0,6.5,-8.7,-3.1,-6.5
20021211,1,5.4,11.0,0.66,1.0252,0.46,0.0,6.3,-8.2,-2.5,-5.9
20021212,7,3.3,7.0,0.67,1.0221,0.15,0.0,0.4,-7.1,0.0,-2.8
20021213,7,2.3,5.0,0.76,1.0243,0.21,0.02,1.4,-4.4,0.6,-1.3
20021214,8,3.0,8.0,0.93,1.0203,0.11,0.0,0.0,-1.0,1.2,0.2
20021215,8,5.8,11.0,0.92,1.0105,0.21,0.47,1.4,0.0,4.7,2.8
20021216,8,2.8,9.0,0.99,1.0106,0.11,0.35,0.0,0.8,6.4,3.0
20021217,8,2.0,6.0,0.96,1.0239,0.11,0.0,0.0,-0.9,2.1,1.5
20021218,4,0.7,3.0,0.95,1.0325,0.33,0.0,3.8,-5.8,3.9,-1.1
20021219,6,2.3,7.0,0.93,1.0301,0.3,0.0,3.2,-1.8,4.4,0.9
20021220,5,1.6,5.0,0.95,1.0192,0.28,0.0,2.7,-4.0,1.8,-0.7
20021221,8,1.7,6.0,0.98,1.0184,0.16,0.0,0.7,1.5,3.2,2.2
20021222,8,4.5,13.0,0.98,1.007,0.11,2.32,0.0,1.9,10.0,5.3
20021223,8,3.2,8.0,0.98,1.0124,0.11,0.1,0.0,1.8,7.2,3.8
20021224,8,3.2,9.0,0.97,1.0096,0.14,0.33,0.4,6.5,10.9,9.4
20021225,7,2.7,9.0,0.96,1.0124,0.13,0.06,0.2,7.3,11.1,9.5
20021226,7,4.3,11.0,0.92,1.0031,0.18,0.84,1.0,8.2,11.2,9.5
20021227,8,3.9,8.0,0.95,0.9941,0.11,0.92,0.0,8.2,12.0,10.9
20021228,8,3.1,9.0,0.94,0.9984,0.13,0.34,0.2,7.6,10.5,9.0
20021229,8,3.3,8.0,0.95,1.0013,0.11,1.79,0.0,6.1,10.0,7.5
20021230,8,5.1,16.0,0.95,0.9986,0.11,0.55,0.0,1.8,12.0,6.8
20021231,7,4.8,13.0,0.78,1.0131,0.33,0.0,3.5,-1.0,1.8,0.2
20030101,8,4.7,15.0,0.93,0.9994,0.11,1.69,0.0,-0.9,10.9,4.7
20030102,8,4.0,15.0,0.96,0.9851,0.11,1.89,0.0,7.1,10.3,9.2
20030103,8,2.9,12.0,0.93,0.9965,0.11,0.28,0.0,0.9,8.4,4.2
20030104,4,3.9,11.0,0.76,1.011,0.21,0.0,1.2,-5.7,1.0,-1.7
20030105,6,2.2,7.0,0.92,1.0131,0.21,0.04,1.2,-7.5,0.0,-2.6
20030106,7,3.6,10.0,0.81,1.0165,0.38,0.09,4.3,-2.6,0.7,-0.8
20030107,5,2.8,8.0,0.82,1.0217,0.41,0.0,4.8,-8.2,-2.4,-5.4
20030108,5,3.2,8.0,0.73,1.019,0.27,0.0,2.1,-8.8,-3.9,-5.7
20030109,2,2.8,7.0,0.69,1.0218,0.51,0.0,6.7,-10.6,-3.9,-7.8
20030110,5,2.6,6.0,0.73,1.0262,0.31,0.0,2.7,-8.3,-1.3,-4.5
20030111,3,1.4,5.0,0.82,1.0356,0.53,0.0,6.8,-9.9,1.1,-4.2
20030112,6,3.5,10.0,0.88,1.0322,0.4,0.0,4.2,-7.0,2.7,-0.4
20030113,8,5.4,12.0,0.93,1.0242,0.13,0.24,0.0,2.6,8.6,6.5
20030114,8,5.1,11.0,0.9,1.0268,0.16,0.02,0.3,6.0,8.7,7.2
20030115,7,6.3,15.0,0.84,1.022,0.22,0.15,1.0,4.8,7.4,5.9
20030116,3,4.3,10.0,0.92,1.0252,0.51,0.0,5.9,3.3,7.7,5.1
20030117,6,5.0,12.0,0.89,1.0184,0.33,0.01,2.5,1.4,5.4,3.3
20030118,8,4.5,10.0,0.94,1.0154,0.14,0.02,0.0,2.5,5.7,4.5
20030119,7,5.8,12.0,0.89,1.0031,0.14,0.24,0.0,1.4,7.2,4.5
20030120,8,6.0,13.0,0.9,0.9982,0.14,0.35,0.0,5.9,8.9,7.6
20030121,5,4.4,10.0,0.88,0.9893,0.34,0.22,2.5,6.3,9.6,7.5
20030122,8,4.7,13.0,0.91,0.9922,0.14,0.34,0.0,6.5,8.6,7.2
20030123,6,3.6,11.0,0.92,1.0188,0.15,0.07,0.0,-0.3,7.6,5.3
20030124,3,2.2,7.0,0.91,1.0365,0.64,0.0,7.3,-3.0,7.3,2.3
20030125,6,4.1,11.0,0.93,1.0296,0.28,0.15,1.3,1.6,6.3,4.1
20030126,6,3.4,10.0,0.97,1.0263,0.24,0.23,0.8,0.7,9.6,5.4
20030127,8,4.0,11.0,0.94,1.0231,0.24,0.16,0.8,8.2,11.1,9.3
20030128,7,6.2,16.0,0.81,1.0089,0.2,0.49,0.3,4.0,8.6,6.1
20030129,7,4.3,13.0,0.91,1.0,0.39,0.64,2.5,1.0,6.4,3.9
20030130,6,3.2,13.0,0.87,1.0026,0.38,0.34,2.3,-3.6,2.4,0.2
