DATE,HEATHROW_cloud_cover,HEATHROW_humidity,HEATHROW_pressure,HEATHROW_global_radiation,HEATHROW_precipitation,HEATHROW_sunshine,HEATHROW_temp_min,HEATHROW_temp_max,HEATHROW_temp_mean
20020708,8,0.89,1.0082,0.79,1.16,0.0,15.1,21.4,17.0
20020709,6,0.83,1.0043,1.96,0.14,4.7,15.5,19.1,18.4
20020710,4,0.74,1.0094,2.84,0.46,10.7,10.7,20.1,14.9
20020711,4,0.73,1.0164,2.72,0.24,9.8,10.5,17.3,15.3
20020712,6,0.78,1.0193,0.87,0.0,0.1,10.4,22.7,13.8
20020713,2,0.6,1.0211,3.33,0.0,14.7,10.9,25.0,16.8
20020714,3,0.56,1.0267,3.38,0.0,15.2,11.4,25.9,18.2
20020715,3,0.59,1.0247,2.83,0.0,10.8,13.1,25.6,19.5
20020716,5,0.63,1.021,2.82,0.0,10.8,15.9,21.9,20.8
20020717,5,0.63,1.0209,2.42,0.0,7.9,13.1,23.4,17.5
20020718,6,0.63,1.0206,2.18,0.0,6.3,14.8,24.2,19.1
20020719,5,0.6,1.0193,3.03,0.0,12.6,12.9,23.2,18.6
20020720,6,0.59,1.0149,2.35,0.0,7.5,14.4,19.8,18.8
20020721,4,0.7,1.0184,1.87,0.0,4.5,11.6,22.3,15.7
20020722,6,0.65,1.0196,2.16,0.0,6.3,10.5,20.4,16.4
20020723,7,0.77,1.0125,1.0,0.0,0.5,14.3,20.3,17.4
20020724,7,0.65,1.0162,1.96,0.0,5.1,14.9,21.7,17.6
20020725,6,0.69,1.0165,1.69,0.0,3.6,12.2,27.6,17.0
20020726,4,0.71,1.0166,2.72,0.0,10.6,16.1,24.9,21.8
20020727,6,0.73,1.0176,2.0,0.0,5.5,15.6,29.7,20.2
20020728,2,0.65,1.0176,3.07,0.0,13.6,17.0,32.5,23.4
20020729,3,0.63,1.0173,2.3,0.0,7.6,18.0,25.4,25.2
20020730,6,0.74,1.0116,1.38,0.42,2.1,18.8,21.8,22.1
20020731,7,0.89,1.0079,1.03,1.12,0.7,17.6,21.1,19.7
20020801,6,0.71,1.0118,1.48,0.0,2.7,12.7,23.6,16.9
20020802,4,0.68,1.0108,2.77,0.04,11.5,12.1,19.3,17.8
20020803,7,0.81,1.0114,1.35,1.76,2.1,15.3,21.8,17.3
20020804,6,0.85,1.0121,1.84,0.45,4.9,12.8,21.3,17.3
20020805,6,0.84,1.0145,1.53,0.14,3.1,12.3,24.0,16.8
20020806,6,0.75,1.0167,1.86,0.0,5.1,15.1,26.7,19.6
20020807,6,0.75,1.017,2.4,0.32,9.0,16.1,20.4,21.4
20020808,7,0.85,1.011,0.99,0.58,0.7,15.4,19.7,17.9
20020809,6,0.87,1.0024,1.41,0.24,2.6,13.9,22.1,16.8
20020810,6,0.81,1.0049,1.73,0.06,4.5,14.1,21.9,18.1
20020811,6,0.81,1.0073,1.64,0.02,4.0,13.8,22.6,17.8
20020812,5,0.69,1.0139,1.97,0.0,6.2,14.9,25.6,18.8
20020813,3,0.74,1.0202,2.38,0.0,9.4,13.2,25.4,19.4
20020814,2,0.73,1.0192,2.81,0.0,13.2,15.1,28.4,20.2
20020815,5,0.69,1.016,2.08,0.0,7.3,16.7,27.1,22.6
20020816,4,0.68,1.0179,2.66,0.0,12.1,16.1,30.0,21.6
20020817,5,0.67,1.0137,2.39,0.0,9.9,15.7,25.8,22.8
20020818,7,0.71,1.0109,1.71,0.0,4.9,17.1,25.5,21.4
20020819,6,0.75,1.0125,2.05,0.0,7.4,17.7,23.2,21.6
20020820,7,0.76,1.0146,1.32,0.0,2.6,16.9,23.2,20.0
20020821,6,0.64,1.0187,2.51,0.0,11.4,14.3,23.5,18.8
20020822,7,0.64,1.0193,2.04,0.0,7.6,15.0,23.5,19.2
20020823,7,0.71,1.019,1.72,0.0,5.3,14.6,23.6,19.0
20020824,6,0.65,1.0208,1.95,0.0,7.1,15.1,21.7,19.4
20020825,6,0.73,1.0247,1.8,0.0,6.1,15.0,17.6,18.4
20020826,7,0.79,1.0236,0.6,0.0,0.0,12.7,22.1,15.2
20020827,5,0.74,1.0203,1.54,0.0,4.4,14.7,24.0,18.4
20020828,5,0.74,1.0203,2.37,0.0,11.2,14.4,24.5,19.2
20020829,6,0.81,1.019,1.15,0.0,2.1,14.0,22.6,19.2
20020830,6,0.81,1.0171,1.08,0.02,1.8,16.1,20.9,19.4
20020831,5,0.62,1.0241,2.21,0.0,10.2,13.5,21.1,17.2
20020901,2,0.6,1.0308,2.18,0.0,10.9,9.3,22.9,15.2
20020902,4,0.64,1.0274,2.09,0.0,10.2,10.2,24.0,16.6
20020903,5,0.7,1.017,1.22,0.0,3.1,14.7,23.4,19.4
20020904,4,0.66,1.0116,1.86,0.0,8.3,11.3,23.4,17.4
20020905,6,0.71,1.0132,1.76,0.2,7.6,12.7,22.7,18.0
20020906,7,0.73,1.0118,1.44,0.12,5.0,15.6,21.0,19.2
20020907,6,0.74,1.0075,1.7,0.02,7.3,13.7,20.6,17.4
20020908,5,0.73,1.0073,1.62,0.02,6.7,10.1,15.6,15.4
20020909,6,0.91,1.0068,0.52,1.58,0.0,11.7,21.1,13.6
20020910,2,0.71,1.0198,2.08,0.0,11.5,10.0,22.4,15.6
20020911,4,0.72,1.0261,1.88,0.0,9.6,9.9,23.5,16.2
20020912,3,0.72,1.0252,1.82,0.0,9.2,14.3,24.6,18.9
20020913,1,0.69,1.0255,2.01,0.0,11.3,13.3,19.3,19.0
20020914,7,0.71,1.0273,0.94,0.0,2.0,15.0,18.3,17.2
20020915,7,0.63,1.0259,1.05,0.0,2.8,14.3,19.5,16.3
20020916,5,0.69,1.0222,1.65,0.0,8.1,10.1,19.2,14.8
20020917,7,0.69,1.0196,1.01,0.0,2.7,11.8,18.7,15.5
20020918,6,0.69,1.0174,0.46,0.0,0.0,11.6,19.7,15.2
20020919,7,0.68,1.0171,0.86,0.0,1.8,12.8,18.9,16.2
20020920,7,0.63,1.0212,0.57,0.0,0.3,14.2,19.1,16.6
20020921,7,0.6,1.0198,1.12,0.0,3.9,13.1,17.9,16.1
20020922,5,0.69,1.0182,1.19,0.02,4.6,12.6,19.2,15.2
20020923,2,0.65,1.0221,1.57,0.0,8.5,10.5,18.1,14.8
20020924,3,0.63,1.0251,1.4,0.0,6.9,8.9,19.0,13.5
20020925,5,0.67,1.0221,1.21,0.04,5.2,7.0,18.2,13.0
20020926,5,0.63,1.02,1.53,0.0,8.7,11.0,17.2,14.6
20020927,6,0.79,1.0258,0.41,0.0,0.0,7.7,19.2,12.4
20020928,4,0.76,1.028,1.18,0.0,5.3,8.6,20.7,13.9
20020929,6,0.69,1.026,1.52,0.0,9.1,9.2,21.4,15.0
20020930,6,0.66,1.0223,1.37,0.0,7.6,9.4,21.8,15.4
20021001,7,0.71,1.0205,0.77,0.0,2.0,10.3,19.9,16.0
20021002,7,0.78,1.0189,0.86,0.06,2.8,13.9,20.3,16.9
20021003,6,0.71,1.0232,1.23,0.0,6.6,13.9,18.8,17.1
20021004,3,0.69,1.0288,1.29,0.0,7.4,6.8,18.8,12.8
20021005,5,0.78,1.0252,0.78,0.0,2.4,7.8,18.7,13.3
20021006,6,0.68,1.0211,1.3,0.0,7.9,11.3,17.5,15.0
20021007,7,0.67,1.0189,0.64,0.0,1.5,11.4,16.4,14.4
20021008,7,0.74,1.0116,0.64,0.0,1.5,11.2,15.6,13.8
20021009,5,0.75,1.006,1.24,0.02,7.8,8.4,16.7,12.0
20021010,7,0.76,1.0088,0.98,0.0,4.9,10.8,13.7,13.8
20021011,7,0.75,1.0122,0.33,0.36,0.0,10.8,16.2,12.2
20021012,5,0.78,1.0109,1.01,0.0,5.6,9.1,11.9,12.6
20021013,8,0.91,1.0057,0.32,1.18,0.0,5.4,12.2,8.6
20021014,8,0.92,1.0045,0.35,0.32,0.1,8.3,14.4,10.2
20021015,8,0.91,0.9997,0.31,1.08,0.0,9.0,11.7,11.7
20021016,7,0.79,1.0002,0.3,0.0,0.0,9.3,11.9,10.5
20021017,4,0.78,1.0049,1.04,0.18,6.9,3.9,10.7,7.9
20021018,4,0.83,1.0096,0.82,0.16,4.2,2.8,11.9,6.8
20021019,4,0.74,1.0192,1.08,0.0,7.8,0.9,14.1,6.4
20021020,8,0.8,1.0125,0.28,0.16,0.0,4.3,17.6,9.2
20021021,7,0.88,0.9942,0.61,0.7,2.3,7.6,16.4,12.6
20021022,7,0.88,0.9832,0.48,0.38,1.2,12.9,12.1,14.6
20021023,4,0.65,0.9997,1.09,0.0,8.8,7.2,14.4,9.6
20021024,4,0.78,1.0061,0.85,0.3,5.5,2.4,16.3,8.4
20021025,6,0.82,0.9931,0.65,0.44,3.1,6.9,16.1,11.6
20021026,4,0.64,1.0086,0.94,0.2,7.3,9.3,14.1,12.7
20021027,5,0.64,1.0054,0.8,0.02,5.3,11.2,13.7,12.6
20021028,5,0.7,1.0279,0.83,0.0,5.9,4.9,14.2,9.3
20021029,7,0.77,1.0154,0.3,0.02,0.2,8.1,11.5,11.2
20021030,8,0.92,1.0146,0.24,0.56,0.0,9.9,13.9,10.7
20021031,8,0.86,1.0184,0.29,0.02,0.2,10.1,15.2,12.0
20021101,7,0.92,1.0121,0.23,0.48,0.0,11.5,15.9,13.4
20021102,7,0.94,1.0072,0.28,1.6,0.2,10.1,14.8,13.0
20021103,4,0.8,1.0046,0.68,0.12,4.7,10.3,14.2,12.6
20021104,4,0.79,1.017,0.79,0.0,6.7,6.7,14.3,10.4
20021105,8,0.9,1.022,0.24,0.52,0.1,7.7,13.8,11.0
20021106,7,0.88,1.0139,0.21,1.32,0.0,11.9,10.9,12.8
20021107,1,0.73,1.0179,0.8,0.1,7.4,4.7,13.9,7.8
20021108,8,0.9,1.0077,0.2,0.76,0.0,5.0,11.5,9.4
20021109,7,0.8,1.0064,0.45,0.86,2.2,7.9,15.4,9.7
20021110,7,0.91,1.0027,0.19,0.14,0.0,7.6,14.1,11.5
20021111,4,0.83,1.0038,0.72,0.88,6.7,7.3,12.7,10.7
20021112,6,0.86,0.9997,0.38,1.38,1.6,9.5,12.2,11.1
20021113,7,0.87,0.9887,0.45,0.86,2.6,7.6,13.2,9.9
20021114,6,0.81,0.9773,0.59,1.0,4.9,9.3,13.2,11.2
20021115,6,0.87,0.9895,0.37,0.14,1.7,6.7,10.4,10.0
20021116,6,0.97,0.9996,0.25,0.08,0.4,6.6,9.0,8.5
20021117,7,0.94,1.0079,0.17,0.28,0.0,7.3,9.9,8.2
20021118,4,0.92,1.0131,0.57,0.0,5.1,0.6,10.3,5.2
20021119,6,0.87,1.0107,0.5,0.0,4.0,1.4,11.7,5.8
20021120,7,0.87,1.0027,0.17,0.38,0.0,7.2,12.0,9.4
20021121,6,0.88,0.9874,0.19,1.24,0.1,8.4,11.2,10.2
20021122,6,0.87,0.9911,0.37,1.22,2.2,8.1,12.3,9.6
20021123,4,0.87,0.9985,0.47,0.32,3.9,5.7,10.3,9.0
20021124,5,0.92,1.0032,0.26,0.72,0.8,4.6,8.7,7.4
20021125,7,0.97,1.0054,0.19,0.0,0.2,4.8,12.8,6.8
20021126,5,0.91,1.011,0.53,0.0,5.5,3.5,11.8,8.2
20021127,6,0.81,1.0066,0.34,0.12,2.0,4.8,13.3,8.3
20021128,4,0.86,1.0044,0.37,0.14,2.6,8.3,9.4,10.8
20021129,7,0.92,1.0111,0.22,0.0,0.5,6.5,12.2,8.0
20021130,8,0.89,1.0191,0.14,0.44,0.0,7.1,12.4,9.6
20021201,6,0.81,1.0017,0.28,0.26,1.6,7.6,10.9,10.0
20021202,7,0.72,0.9982,0.26,0.08,1.4,7.7,10.5,9.3
20021203,7,0.87,1.0087,0.23,0.08,1.0,6.8,10.2,8.6
20021204,5,0.87,1.0124,0.22,0.36,0.9,5.7,8.8,8.0
20021205,3,0.78,1.0246,0.51,0.0,6.5,4.3,8.5,6.6
20021206,7,0.84,1.0307,0.13,0.02,0.0,4.9,5.9,6.7
20021207,8,0.87,1.0261,0.13,0.02,0.0,4.3,4.0,5.1
20021208,8,0.9,1.0241,0.13,0.04,0.0,3.4,5.4,3.7
20021209,5,0.72,1.0243,0.48,0.0,6.0,2.5,3.8,4.0
20021210,8,0.76,1.0207,0.12,0.0,0.0,1.0,3.8,2.4
20021211,7,0.78,1.0188,0.12,0.0,0.0,0.8,5.7,2.3
20021212,8,0.88,1.0174,0.12,0.2,0.0,2.5,7.3,4.1
20021213,8,0.96,1.0198,0.12,0.02,0.0,2.5,7.6,4.9
20021214,8,0.92,1.0154,0.12,0.88,0.0,5.7,7.7,6.6
20021215,8,0.94,1.0051,0.12,0.66,0.0,6.0,7.0,6.8
20021216,8,0.91,1.0147,0.12,0.04,0.0,5.4,5.6,6.2
20021217,6,0.84,1.0251,0.12,0.0,0.0,4.6,7.0,5.1
20021218,3,0.77,1.0313,0.5,0.0,6.9,0.2,6.4,3.6
20021219,4,0.82,1.0268,0.41,0.0,4.8,1.5,7.3,4.0
20021220,8,0.93,1.0176,0.12,0.4,0.0,1.1,12.0,4.2
20021221,8,0.98,1.0155,0.12,1.8,0.0,3.1,12.8,7.6
20021222,7,0.87,1.0062,0.17,0.0,0.4,6.1,12.4,9.4
20021223,8,0.92,1.0066,0.12,0.22,0.0,8.8,13.8,10.6
20021224,7,0.86,1.004,0.27,0.04,1.8,10.3,12.1,12.0
20021225,7,0.89,1.0085,0.25,0.46,1.6,9.6,12.6,10.8
20021226,7,0.89,0.9959,0.14,1.12,0.1,9.1,12.4,10.8
20021227,7,0.87,0.9894,0.12,0.0,0.0,10.1,11.2,11.2
20021228,6,0.84,1.0007,0.23,1.02,1.1,5.4,13.4,8.3
20021229,8,0.93,0.9994,0.12,0.56,0.0,5.8,11.5,9.6
20021230,8,0.92,0.999,0.12,2.44,0.0,8.2,9.9,9.8
20021231,8,0.84,1.0118,0.13,1.18,0.0,4.7,12.9,7.3
20030101,8,0.91,0.9956,0.13,1.6,0.0,3.7,11.3,8.3
20030102,7,0.87,0.9863,0.15,0.18,0.1,8.6,7.5,10.0
20030103,6,0.82,0.9976,0.27,0.08,1.6,5.3,4.1,6.4
20030104,5,0.78,1.0129,0.45,0.0,5.1,0.6,4.9,2.4
20030105,2,0.87,1.0158,0.39,0.0,3.9,-2.4,3.9,1.2
20030106,3,0.75,1.0181,0.54,0.03,7.2,-1.6,1.7,1.2
20030107,4,0.76,1.0193,0.37,0.0,3.2,-1.7,1.0,0.0
20030108,5,0.82,1.0169,0.13,0.21,0.0,-3.8,3.1,-1.4
20030109,5,0.75,1.022,0.54,0.02,6.8,-1.1,5.1,1.0
20030110,6,0.84,1.0273,0.25,0.02,1.1,0.4,3.9,2.8
20030111,2,0.78,1.0358,0.57,0.0,7.2,-2.1,7.9,0.9
20030112,4,0.83,1.0349,0.52,0.0,6.0,-5.1,11.7,1.4
20030113,7,0.82,1.0291,0.39,0.0,3.2,-3.2,10.5,4.2
20030114,8,0.71,1.0282,0.14,0.0,0.0,7.2,10.4,8.8
20030115,6,0.76,1.0213,0.21,0.02,0.5,8.7,10.1,9.6
20030116,5,0.83,1.0259,0.49,0.0,4.8,2.7,7.2,6.4
20030117,6,0.85,1.0143,0.15,0.06,0.0,4.1,9.7,5.6
20030118,6,0.88,1.0119,0.27,1.18,1.1,1.9,10.1,5.8
20030119,6,0.9,0.998,0.39,0.56,2.8,4.5,9.7,7.3
20030120,7,0.89,0.9902,0.16,0.54,0.0,5.5,9.4,7.6
20030121,7,0.84,0.9814,0.18,1.12,0.1,8.0,9.5,8.7
20030122,7,0.82,0.9931,0.34,0.02,1.8,4.8,8.7,7.2
20030123,4,0.74,1.0243,0.58,0.02,5.6,5.4,10.3,7.0
20030124,5,0.83,1.0364,0.52,0.1,4.5,-0.2,12.9,5.0
20030125,6,0.78,1.0299,0.45,0.08,3.1,2.7,12.7,7.8
20030126,7,0.89,1.0294,0.2,0.04,0.1,4.4,15.1,8.6
20030127,5,0.88,1.0276,0.71,0.08,7.6,6.0,9.4,10.6
20030128,4,0.69,1.017,0.58,0.16,5.0,4.6,6.8,7.0
20030129,4,0.6,1.0113,0.5,0.0,3.5,4.7,2.6,5.8
20030130,6,0.76,1.011,0.38,0.48,1.7,0.9,3.5,1.8
20030131,5,0.69,1.022,0.67,0.76,6.0,-2.2,8.1,0.6
20030201,5,0.85,1.0146,0.52,0.08,3.5,-1.6,8.8,3.2
20030202,6,0.81,1.0046,0.48,0.06,2.8,1.5,7.1,5.2
20030203,4,0.69,0.9944,0.72,0.0,6.3,3.5,6.2,5.3
20030204,3,0.7,1.0001,0.57,0.02,3.8,-1.1,5.0,2.6
20030205,3,0.72,1.0132,0.77,0.0,6.9,-0.3,8.1,2.4
20030206,6,0.88,1.0178,0.21,0.08,0.0,-3.6,10.8,2.2
20030207,7,0.88,1.0191,0.3,0.0,0.5,0.4,10.9,5.6
20030208,8,0.85,1.0193,0.22,0.52,0.0,8.1,8.3,9.5
20030209,8,0.87,1.0151,0.22,0.16,0.0,7.3,6.8,7.8
20030210,7,0.89,1.0208,0.23,0.36,0.0,3.5,6.9,5.2
20030211,8,0.94,1.0243,0.23,0.28,0.0,5.0,7.5,6.0
20030212,8,0.96,1.0279,0.24,0.02,0.0,5.5,2.7,6.5
20030213,7,0.75,1.0276,0.63,0.0,3.5,1.4,4.7,2.0
20030214,3,0.74,1.0303,0.89,0.0,7.0,-1.6,4.8,1.6
20030215,4,0.78,1.036,0.69,0.0,4.0,-1.8,4.0,1.5
20030216,5,0.71,1.0373,0.63,0.0,3.2,1.0,4.4,2.5
20030217,3,0.68,1.0371,0.99,0.0,7.9,-0.3,5.4,2.0
20030218,0,0.67,1.0275,1.11,0.0,9.5,-2.9,5.1,1.2
20030219,4,0.63,1.0142,0.89,0.0,6.1,-2.8,8.8,1.2
20030220,5,0.73,1.0121,0.72,0.02,3.8,0.3,12.9,4.6
20030221,2,0.77,1.0208,1.14,0.0,9.3,-0.4,9.5,6.2
20030222,2,0.78,1.0216,1.07,0.0,8.0,1.2,13.3,5.4
20030223,6,0.79,1.0225,0.58,0.02,2.0,2.5,14.0,7.9
20030224,7,0.82,1.0229,0.6,0.0,2.1,4.2,12.7,9.1
20030225,6,0.61,1.016,0.99,0.0,6.4,3.7,14.5,8.2
20030226,7,0.62,1.0102,0.68,0.0,2.7,5.1,13.8,9.8
20030227,7,0.71,1.0113,0.59,0.02,1.8,5.3,10.6,9.6
20030228,7,0.87,1.0144,0.35,0.44,0.1,7.9,14.3,9.2
20030301,5,0.88,1.0121,0.56,0.16,1.0,3.7,11.6,9.0
20030302,4,0.74,1.012,1.27,0.0,7.6,5.4,9.8,8.5
20030303,6,0.78,1.0177,0.43,0.08,0.2,1.0,14.2,5.4
20030304,8,0.88,1.0142,0.5,0.0,0.5,4.6,12.9,9.4
20030305,8,0.8,1.0118,0.37,0.74,0.0,9.5,12.1,11.2
20030306,5,0.76,1.0169,1.46,0.0,9.0,2.5,11.3,7.3
20030307,6,0.83,1.0135,0.67,0.5,1.4,5.0,11.3,8.2
20030308,7,0.75,1.0158,0.39,0.02,0.0,5.6,13.2,8.4
20030309,7,0.72,1.0165,0.96,0.0,3.5,8.1,13.2,10.6
20030310,5,0.77,1.0191,0.6,0.0,0.8,7.9,12.0,10.6
20030311,6,0.73,1.0142,0.45,0.0,0.1,8.5,9.1,10.2
20030312,6,0.71,1.0294,0.76,0.1,1.7,5.6,9.4,7.4
20030313,5,0.64,1.0379,1.28,0.0,5.9,4.8,10.9,7.1
20030314,1,0.6,1.0346,1.71,0.0,10.1,1.8,10.6,6.4
20030315,1,0.69,1.0378,1.75,0.02,10.3,2.4,13.7,6.5
20030316,2,0.66,1.0402,1.78,0.0,10.4,2.4,16.6,8.0
20030317,2,0.64,1.0372,1.76,0.0,10.0,0.6,12.0,8.6
20030318,6,0.68,1.0348,1.6,0.0,8.2,3.6,14.8,7.8
20030319,3,0.68,1.0314,1.74,0.0,9.4,0.4,15.4,7.6
20030320,5,0.66,1.0285,1.66,0.0,8.4,0.7,9.8,8.0
20030321,5,0.76,1.0264,0.88,0.02,1.9,5.0,13.5,7.4
20030322,2,0.7,1.0236,1.84,0.0,9.8,0.7,18.9,7.1
20030323,0,0.61,1.0227,1.93,0.0,10.6,1.3,17.0,10.1
20030324,3,0.66,1.0235,1.66,0.0,7.8,5.9,16.9,11.4
20030325,4,0.7,1.0234,1.63,0.0,7.3,6.1,16.8,11.5
20030326,5,0.69,1.0202,1.76,0.0,8.4,5.9,17.1,11.4
20030327,5,0.57,1.0178,1.79,0.0,8.5,5.5,15.3,11.3
20030328,6,0.73,1.0137,0.97,0.0,2.0,4.3,16.0,9.8
20030329,7,0.69,1.0138,0.71,0.0,0.6,5.9,16.6,11.0
20030330,4,0.58,1.0195,2.02,0.0,10.1,7.7,14.2,12.2
20030331,2,0.59,1.0257,2.17,0.0,11.4,4.2,11.8,9.2
20030401,6,0.77,1.013,0.98,0.34,1.8,3.7,11.5,7.8
20030402,3,0.59,1.0159,1.76,0.02,7.4,4.8,13.5,8.2
20030403,5,0.6,1.0272,1.92,0.0,8.6,3.3,19.7,8.4
20030404,3,0.65,1.0311,1.95,0.0,8.7,5.9,16.1,12.8
20030405,4,0.61,1.0331,2.32,0.0,11.9,7.9,9.7,12.0
20030406,7,0.68,1.0304,0.57,0.0,0.0,9.0,9.5,9.4
20030407,2,0.57,1.0277,2.28,0.0,11.2,1.5,9.3,5.5
20030408,1,0.54,1.0247,2.24,0.0,10.7,-0.5,8.1,4.4
20030409,5,0.58,1.018,1.56,0.0,5.0,-0.2,8.9,4.0
20030410,6,0.68,1.0109,1.36,0.04,3.6,1.2,9.8,5.0
20030411,5,0.71,1.0104,1.45,0.0,4.1,-0.7,14.6,4.6
20030412,4,0.58,1.0139,1.88,0.0,7.1,0.5,18.6,7.6
20030413,6,0.57,1.0164,2.04,0.0,8.3,5.5,18.2,12.0
20030414,7,0.53,1.0123,0.62,0.0,0.0,11.3,23.5,14.8
20030415,6,0.51,1.0174,2.02,0.0,7.9,10.5,26.0,17.0
20030416,0,0.46,1.0229,2.63,0.0,12.9,8.7,22.4,17.4
20030417,0,0.42,1.0272,2.63,0.0,12.8,10.7,21.4,16.6
20030418,0,0.45,1.0287,2.63,0.0,12.6,9.7,11.0,15.6
20030419,7,0.71,1.0201,1.06,0.0,1.4,5.7,15.2,8.4
20030420,7,0.7,1.0094,1.74,0.28,5.4,6.4,15.7,10.8
20030421,5,0.7,1.0103,2.15,0.0,8.3,9.2,17.7,12.4
20030422,2,0.65,1.0164,2.27,0.0,9.1,5.5,18.7,11.6
20030423,4,0.55,1.0181,2.6,0.0,11.7,6.5,16.5,12.6
20030424,7,0.73,1.0154,1.26,0.02,2.2,6.4,18.9,11.4
20030425,7,0.75,1.0102,0.82,0.5,0.3,9.7,16.7,14.3
20030426,6,0.76,1.0048,1.59,0.04,4.0,7.9,17.4,12.3
20030427,6,0.67,1.0052,1.85,0.8,5.6,9.7,14.9,13.6
20030428,8,0.89,0.9969,0.76,0.12,0.1,10.1,17.7,12.5
20030429,4,0.72,1.0056,2.41,0.06,9.5,8.7,17.7,13.2
20030430,6,0.74,1.006,1.91,0.78,5.8,9.9,17.0,13.8
20030501,6,0.71,1.0112,1.91,0.32,5.7,8.6,14.6,12.8
20030502,7,0.85,1.0037,1.18,0.4,1.5,9.5,16.9,12.0
20030503,5,0.7,1.0165,1.99,0.0,6.1,7.6,22.0,12.2
20030504,5,0.61,1.0104,2.65,0.0,10.9,7.4,17.3,14.7
20030505,6,0.6,1.0108,2.51,0.0,9.7,11.6,17.6,14.4
20030506,2,0.59,1.0224,2.92,0.0,12.9,5.3,19.7,11.4
20030507,5,0.59,1.0239,2.85,0.0,12.2,6.1,15.9,12.9
20030508,7,0.66,1.0193,1.41,0.0,2.4,7.5,18.1,11.7
20030509,4,0.61,1.0182,2.82,0.0,11.8,8.2,15.3,13.2
20030510,4,0.72,1.0194,1.86,0.0,4.9,6.3,17.2,10.8
20030511,4,0.73,1.0178,2.15,0.0,6.7,5.7,14.6,11.4
20030512,4,0.77,1.0138,1.86,0.62,4.8,7.2,13.0,10.9
20030513,4,0.77,1.0165,2.24,0.48,7.2,3.8,15.9,8.4
20030514,4,0.64,1.0214,2.32,0.0,7.7,4.4,16.8,10.2
20030515,4,0.56,1.0221,2.91,0.28,12.0,4.4,12.9,10.6
20030516,8,0.83,1.0133,0.77,0.2,0.0,8.5,16.0,10.7
20030517,7,0.85,1.0051,1.4,0.34,2.1,10.6,16.7,13.3
20030518,7,0.75,1.0073,1.29,0.0,1.6,11.0,16.5,13.8
20030519,6,0.76,1.0076,1.87,0.87,4.6,10.9,15.0,13.7
20030520,5,0.74,1.0139,1.43,0.14,2.2,8.0,16.6,11.5
20030521,7,0.77,1.0212,1.92,0.18,4.8,10.0,19.0,13.3
20030522,8,0.82,1.0196,0.99,0.02,0.4,13.0,18.0,16.0
20030523,6,0.73,1.01,1.68,0.0,3.4,12.5,17.8,15.2
20030524,7,0.7,1.0064,2.05,0.06,5.5,9.4,18.3,13.6
20030525,5,0.7,1.0148,2.18,0.0,6.3,8.4,19.9,13.4
20030526,5,0.65,1.0231,3.04,0.0,12.4,8.3,19.3,14.1
20030527,8,0.79,1.0256,0.88,0.0,0.1,11.2,23.7,15.2
20030528,5,0.64,1.0234,2.57,0.0,8.8,11.7,25.8,17.7
20030529,5,0.59,1.0186,3.06,0.0,12.4,11.9,27.2,18.8
20030530,4,0.56,1.0154,2.8,0.0,10.4,12.5,28.9,19.8
20030531,5,0.6,1.0124,3.27,0.0,14.0,15.8,24.0,22.4
20030601,7,0.76,1.0094,1.33,0.1,1.5,14.4,22.7,19.2
20030602,6,0.71,1.0089,2.13,0.0,5.7,14.7,22.5,18.7
20030603,7,0.73,1.0101,1.72,0.04,3.3,11.5,21.5,17.0
20030604,6,0.78,1.0108,1.87,0.2,4.1,13.4,21.8,17.4
20030605,4,0.64,1.0187,3.25,0.0,13.7,10.5,19.1,16.2
20030606,7,0.82,1.0184,0.88,0.36,0.1,12.1,23.2,15.6
20030607,7,0.7,1.0154,2.38,0.7,7.2,15.1,21.9,19.2
20030608,6,0.72,1.0119,2.35,0.28,7.0,11.9,21.0,16.9
20030609,6,0.61,1.0174,3.1,0.1,12.4,9.9,22.7,15.4
20030610,6,0.69,1.0112,2.23,0.0,6.2,14.9,21.6,18.8
20030611,5,0.63,1.0179,2.79,0.0,10.0,13.6,23.5,17.6
20030612,4,0.58,1.0201,2.95,0.0,11.2,12.7,23.6,18.1
20030613,3,0.53,1.0236,3.33,0.0,14.2,10.6,24.8,17.1
20030614,5,0.47,1.0215,3.15,0.0,12.7,16.0,26.5,20.4
20030615,4,0.52,1.0211,3.43,0.0,15.0,12.1,27.5,19.3
20030616,4,0.54,1.0158,3.19,0.0,13.0,14.8,26.1,21.2
20030617,6,0.67,1.0119,1.85,0.1,3.9,15.7,21.1,20.9
20030618,6,0.71,1.0188,1.82,0.0,3.7,13.3,24.7,17.2
20030619,6,0.71,1.0211,1.94,0.0,4.4,16.6,22.4,20.6
20030620,1,0.59,1.0223,3.48,0.0,15.4,12.0,25.3,17.2
20030621,5,0.51,1.019,3.1,0.14,12.3,11.6,25.7,18.4
20030622,7,0.68,1.0086,1.33,1.84,1.4,14.9,23.4,20.3
20030623,5,0.71,1.0092,2.57,0.0,8.4,15.8,23.6,19.6
20030624,1,0.6,1.0201,3.48,0.0,15.4,11.1,22.8,17.4
20030625,5,0.6,1.0213,2.85,0.0,10.4,13.4,24.4,18.1
20030626,5,0.67,1.0165,2.47,0.0,7.7,14.9,22.3,19.6
20030627,6,0.74,1.0157,0.89,0.0,0.1,15.8,22.5,19.0
20030628,4,0.62,1.0152,2.86,0.0,10.5,10.7,26.3,16.6
